TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0010876", "lipid localization", 2.176, -2.224, 5.438, 2.590, 0.968, 0.179, -1, False
"GO:0001667", "ameboidal-type cell migration", 0.976, -2.269, 6.041, 2.243, 0.950, 0.182, -1, False
"GO:0043542", "endothelial cell migration", 0.376, null, null, 1.833, 0.925, 0.544, 1667, True
"GO:0097529", "myeloid leukocyte migration", 0.701, null, null, 2.100, 0.913, 0.579, 1667, True
"GO:0042330", "taxis", 3.005, null, null, 2.730, 0.920, 0.595, 1667, True
"GO:0050900", "leukocyte migration", 2.103, null, null, 2.575, 0.906, 0.657, 1667, True
"GO:0060326", "cell chemotaxis", 1.121, null, null, 2.303, 0.877, 0.665, 1667, True
"GO:0030595", "leukocyte chemotaxis", 0.779, null, null, 2.146, 0.853, 0.770, 1667, True
"GO:0016477", "cell migration", 5.316, null, null, 2.977, 0.940, 0.775, 1667, True
"GO:0030593", "neutrophil chemotaxis", 0.432, null, null, 1.892, 0.860, 0.862, 1667, True
"GO:0097530", "granulocyte migration", 0.533, null, null, 1.982, 0.913, 0.922, 1667, True
"GO:0071621", "granulocyte chemotaxis", 0.460, null, null, 1.919, 0.859, 0.962, 1667, True
"GO:0051648", "vesicle localization", 1.144, -3.762, 5.144, 2.312, 0.966, 0.186, -1, False
"GO:0097711", "ciliary basal body-plasma membrane docking", 0.533, null, null, 1.982, 0.932, 0.674, 51648, True
"GO:0030522", "intracellular receptor signaling pathway", 0.847, -4.715, -5.704, 2.182, 0.928, 0.187, -1, False
"GO:0045216", "cell-cell junction organization", 1.021, -6.181, -2.544, 2.262, 0.963, 0.187, -1, False
"GO:0007043", "cell-cell junction assembly", 0.695, null, null, 2.097, 0.960, 0.735, 45216, True
"GO:0034329", "cell junction assembly", 1.531, null, null, 2.438, 0.958, 0.801, 45216, True
"GO:0043297", "apical junction assembly", 0.370, null, null, 1.826, 0.962, 0.859, 45216, True
"GO:0006310", "DNA recombination", 1.250, -5.174, 3.431, 2.350, 0.970, 0.190, -1, False
"GO:0006302", "double-strand break repair", 1.071, null, null, 2.283, 0.917, 0.678, 6310, True
"GO:0006281", "DNA repair", 2.877, null, null, 2.711, 0.907, 0.763, 6310, True
"GO:0071824", "protein-DNA complex subunit organization", 1.368, -5.467, -1.469, 2.389, 0.963, 0.194, -1, False
"GO:0007015", "actin filament organization", 1.497, -6.122, -1.082, 2.428, 0.960, 0.196, -1, False
"GO:0035881", "amacrine cell differentiation", 0.028, 6.279, -2.718, 0.778, 0.941, 0.198, -1, False
"GO:0001819", "positive regulation of cytokine production", 2.377, 5.088, 4.382, 2.628, 0.892, 0.203, -1, False
"GO:0040013", "negative regulation of locomotion", 1.716, 3.967, 6.159, 2.487, 0.930, 0.205, -1, False
"GO:1905521", "regulation of macrophage migration", 0.213, null, null, 1.591, 0.925, 0.539, 40013, True
"GO:0010594", "regulation of endothelial cell migration", 0.942, null, null, 2.228, 0.920, 0.631, 40013, True
"GO:0010632", "regulation of epithelial cell migration", 1.284, null, null, 2.362, 0.919, 0.654, 40013, True
"GO:0040017", "positive regulation of locomotion", 3.039, null, null, 2.735, 0.919, 0.729, 40013, True
"GO:0010595", "positive regulation of endothelial cell migration", 0.594, null, null, 2.029, 0.899, 0.878, 40013, True
"GO:0010256", "endomembrane system organization", 2.534, -5.897, -2.159, 2.656, 0.968, 0.210, -1, False
"GO:0010883", "regulation of lipid storage", 0.292, -0.963, 1.771, 1.724, 0.937, 0.210, -1, False
"GO:0001763", "morphogenesis of a branching structure", 0.886, 7.799, -0.541, 2.201, 0.923, 0.210, -1, False
"GO:0030162", "regulation of proteolysis", 4.065, 6.228, 4.242, 2.861, 0.914, 0.213, -1, False
"GO:0061448", "connective tissue development", 1.082, 7.574, -2.217, 2.288, 0.923, 0.215, -1, False
"GO:0070542", "response to fatty acid", 0.336, 0.289, -7.610, 1.785, 0.934, 0.217, -1, False
"GO:0071398", "cellular response to fatty acid", 0.207, null, null, 1.580, 0.929, 0.504, 70542, True
"GO:0034330", "cell junction organization", 2.714, -6.549, -1.896, 2.686, 0.968, 0.218, -1, False
"GO:0097435", "supramolecular fiber organization", 2.720, -5.713, -1.838, 2.687, 0.968, 0.221, -1, False
"GO:0072006", "nephron development", 0.673, 6.436, -1.562, 2.083, 0.929, 0.222, -1, False
"GO:0050873", "brown fat cell differentiation", 0.146, 6.727, -3.645, 1.431, 0.954, 0.226, -1, False
"GO:0007167", "enzyme linked receptor protein signaling pathway", 4.020, -4.032, -5.730, 2.856, 0.909, 0.227, -1, False
"GO:0007169", "transmembrane receptor protein tyrosine kinase signaling pathway", 2.882, null, null, 2.712, 0.911, 0.504, 7167, True
"GO:0048008", "platelet-derived growth factor receptor signaling pathway", 0.191, null, null, 1.544, 0.934, 0.629, 7167, True
"GO:0006898", "receptor-mediated endocytosis", 1.363, -3.153, 5.652, 2.387, 0.963, 0.229, -1, False
"GO:0097237", "cellular response to toxic substance", 0.628, -0.306, -6.832, 2.053, 0.936, 0.232, -1, False
"GO:0051383", "kinetochore organization", 0.107, -6.499, -0.645, 1.301, 0.956, 0.238, -1, False
"GO:0061024", "membrane organization", 5.108, -6.164, -1.852, 2.960, 0.965, 0.242, -1, False
"GO:0002831", "regulation of response to biotic stimulus", 2.316, 0.554, 6.777, 2.617, 0.927, 0.244, -1, False
"GO:1905897", "regulation of response to endoplasmic reticulum stress", 0.454, 0.070, 6.565, 1.914, 0.925, 0.247, -1, False
"GO:1900101", "regulation of endoplasmic reticulum unfolded protein response", 0.163, null, null, 1.477, 0.926, 0.534, 1905897, True
"GO:0061458", "reproductive system development", 2.226, 6.486, -0.745, 2.600, 0.926, 0.255, -1, False
"GO:1904894", "positive regulation of receptor signaling pathway via STAT", 0.224, 1.401, 6.222, 1.613, 0.906, 0.257, -1, False
"GO:0042976", "activation of Janus kinase activity", 0.034, null, null, 0.845, 0.841, 0.779, 1904894, True
"GO:0050878", "regulation of body fluid levels", 2.714, -0.628, 2.837, 2.686, 0.952, 0.262, -1, False
"GO:0010035", "response to inorganic substance", 2.877, -0.737, -7.688, 2.711, 0.936, 0.276, -1, False
"GO:0035150", "regulation of tube size", 0.707, -1.198, 2.429, 2.104, 0.952, 0.276, -1, False
"GO:0032535", "regulation of cellular component size", 2.086, null, null, 2.572, 0.917, 0.790, 35150, True
"GO:0008361", "regulation of cell size", 0.976, null, null, 2.243, 0.924, 0.820, 35150, True
"GO:0007267", "cell-cell signaling", 6.151, -5.417, -5.115, 3.041, 0.982, 0.278, -1, False
"GO:0035295", "tube development", 4.514, 7.039, -0.423, 2.906, 0.924, 0.282, -1, False
"GO:0016458", "gene silencing", 0.819, 4.912, 5.188, 2.167, 0.923, 0.283, -1, False
"GO:0051235", "maintenance of location", 0.886, -1.925, 3.984, 2.201, 0.934, 0.284, -1, False
"GO:0014066", "regulation of phosphatidylinositol 3-kinase signaling", 0.684, 1.080, 6.560, 2.090, 0.922, 0.284, -1, False
"GO:0043408", "regulation of MAPK cascade", 3.852, null, null, 2.838, 0.904, 0.511, 14066, True
"GO:1902532", "negative regulation of intracellular signal transduction", 2.708, null, null, 2.685, 0.884, 0.613, 14066, True
"GO:0046903", "secretion", 5.893, -2.718, 5.588, 3.022, 0.963, 0.292, -1, False
"GO:0009792", "embryo development ending in birth or egg hatching", 3.280, 7.281, -0.443, 2.768, 0.916, 0.299, -1, False
"GO:0001892", "embryonic placenta development", 0.449, null, null, 1.908, 0.917, 0.636, 9792, True
"GO:0048568", "embryonic organ development", 2.316, null, null, 2.617, 0.909, 0.781, 9792, True
"GO:0060706", "cell differentiation involved in embryonic placenta development", 0.140, null, null, 1.415, 0.921, 0.808, 9792, True
"GO:0048598", "embryonic morphogenesis", 3.011, null, null, 2.731, 0.899, 0.811, 9792, True
"GO:0034612", "response to tumor necrosis factor", 1.497, -0.232, -7.674, 2.428, 0.930, 0.308, -1, False
"GO:0019221", "cytokine-mediated signaling pathway", 3.774, null, null, 2.829, 0.869, 0.709, 34612, True
"GO:0044283", "small molecule biosynthetic process", 3.101, -6.134, 1.713, 2.744, 0.973, 0.317, -1, False
"GO:0051090", "regulation of DNA-binding transcription factor activity", 2.389, 5.220, 3.552, 2.630, 0.908, 0.318, -1, False
"GO:0009790", "embryo development", 5.192, 6.813, -0.452, 2.967, 0.923, 0.322, -1, False
"GO:0048285", "organelle fission", 1.918, -6.494, -1.249, 2.535, 0.959, 0.322, -1, False
"GO:0034976", "response to endoplasmic reticulum stress", 1.441, -3.203, -5.969, 2.412, 0.939, 0.326, -1, False
"GO:0072359", "circulatory system development", 4.604, 6.820, -0.774, 2.915, 0.919, 0.326, -1, False
"GO:0090066", "regulation of anatomical structure size", 2.770, -0.933, 2.756, 2.695, 0.952, 0.329, -1, False
"GO:0043588", "skin development", 2.114, 6.770, -1.299, 2.577, 0.919, 0.330, -1, False
"GO:0045598", "regulation of fat cell differentiation", 0.712, 2.365, 3.646, 2.107, 0.945, 0.332, -1, False
"GO:0001944", "vasculature development", 2.748, 7.128, -0.801, 2.691, 0.915, 0.337, -1, False
"GO:0003206", "cardiac chamber morphogenesis", 0.634, null, null, 2.057, 0.907, 0.679, 1944, True
"GO:0003208", "cardiac ventricle morphogenesis", 0.387, null, null, 1.845, 0.912, 0.894, 1944, True
"GO:0006468", "protein phosphorylation", 3.919, -5.191, 2.916, 2.845, 0.968, 0.337, -1, False
"GO:0019915", "lipid storage", 0.213, -1.637, 4.033, 1.591, 0.940, 0.338, -1, False
"GO:0032101", "regulation of response to external stimulus", 5.534, 0.634, 6.595, 2.995, 0.918, 0.340, -1, False
"GO:1901698", "response to nitrogen compound", 5.843, -0.652, -6.954, 3.018, 0.930, 0.342, -1, False
"GO:0016266", "O-glycan processing", 0.342, -5.762, 2.506, 1.792, 0.967, 0.343, -1, False
"GO:0035966", "response to topologically incorrect protein", 1.054, -1.368, -6.980, 2.276, 0.921, 0.348, -1, False
"GO:0014065", "phosphatidylinositol 3-kinase signaling", 0.207, -5.089, -4.551, 1.580, 0.933, 0.354, -1, False
"GO:0044257", "cellular protein catabolic process", 3.505, -4.989, 2.905, 2.797, 0.963, 0.357, -1, False
"GO:0009057", "macromolecule catabolic process", 5.815, null, null, 3.016, 0.971, 0.678, 44257, True
"GO:0031145", "anaphase-promoting complex-dependent catabolic process", 0.465, null, null, 1.924, 0.970, 0.722, 44257, True
"GO:1901565", "organonitrogen compound catabolic process", 6.005, null, null, 3.030, 0.970, 0.742, 44257, True
"GO:0009611", "response to wounding", 2.944, -2.623, -6.070, 2.721, 0.946, 0.359, -1, False
"GO:0043491", "protein kinase B signaling", 0.213, -5.233, -4.700, 1.591, 0.933, 0.363, -1, False
"GO:0006954", "inflammatory response", 2.742, -2.491, -5.692, 2.690, 0.940, 0.365, -1, False
"GO:0032880", "regulation of protein localization", 4.833, -1.200, 0.306, 2.936, 0.936, 0.365, -1, False
"GO:0051046", "regulation of secretion", 3.398, null, null, 2.783, 0.935, 0.504, 32880, True
"GO:0051270", "regulation of cellular component movement", 5.618, null, null, 3.001, 0.931, 0.547, 32880, True
"GO:0044070", "regulation of anion transport", 4.648, null, null, 2.919, 0.931, 0.660, 32880, True
"GO:0051050", "positive regulation of transport", 4.912, null, null, 2.943, 0.898, 0.700, 32880, True
"GO:0090087", "regulation of peptide transport", 3.202, null, null, 2.757, 0.934, 0.750, 32880, True
"GO:0043269", "regulation of ion transport", 7.211, null, null, 3.110, 0.927, 0.754, 32880, True
"GO:0043270", "positive regulation of ion transport", 3.678, null, null, 2.818, 0.901, 0.766, 32880, True
"GO:0044092", "negative regulation of molecular function", 6.432, 1.811, 0.463, 3.060, 0.939, 0.368, -1, False
"GO:0048732", "gland development", 2.164, 6.570, -1.193, 2.588, 0.919, 0.380, -1, False
"GO:0006508", "proteolysis", 7.121, -4.956, 2.647, 3.104, 0.971, 0.382, -1, False
"GO:0051276", "chromosome organization", 5.871, -6.333, -1.417, 3.020, 0.953, 0.386, -1, False
"GO:0022604", "regulation of cell morphogenesis", 1.705, 2.128, 3.828, 2.484, 0.944, 0.387, -1, False
"GO:0042476", "odontogenesis", 0.622, 7.408, -1.165, 2.049, 0.914, 0.389, -1, False
"GO:0048017", "inositol lipid-mediated signaling", 0.471, -4.990, -4.803, 1.929, 0.927, 0.389, -1, False
"GO:0060612", "adipose tissue development", 0.174, 7.065, -2.177, 1.505, 0.920, 0.393, -1, False
"GO:0070848", "response to growth factor", 2.893, -0.441, -7.480, 2.713, 0.926, 0.393, -1, False
"GO:0006812", "cation transport", 4.822, -2.934, 5.243, 2.935, 0.963, 0.393, -1, False
"GO:0006959", "humoral immune response", 2.002, 2.265, -3.788, 2.554, 0.917, 0.402, -1, False
"GO:0002250", "adaptive immune response", 3.493, null, null, 2.795, 0.912, 0.546, 6959, True
"GO:0014068", "positive regulation of phosphatidylinositol 3-kinase signaling", 0.493, 1.465, 6.361, 1.949, 0.898, 0.409, -1, False
"GO:0051897", "positive regulation of protein kinase B signaling", 0.925, null, null, 2.220, 0.891, 0.547, 14068, True
"GO:0043410", "positive regulation of MAPK cascade", 2.882, null, null, 2.712, 0.875, 0.665, 14068, True
"GO:1902533", "positive regulation of intracellular signal transduction", 5.529, null, null, 2.994, 0.864, 0.701, 14068, True
"GO:0010628", "positive regulation of gene expression", 6.039, 5.497, 4.268, 3.033, 0.895, 0.413, -1, False
"GO:0003013", "circulatory system process", 2.585, 7.306, 1.208, 2.665, 0.956, 0.423, -1, False
"GO:0045600", "positive regulation of fat cell differentiation", 0.359, 2.673, 3.942, 1.813, 0.922, 0.424, -1, False
"GO:0044403", "biological process involved in symbiotic interaction", 4.906, -2.697, -2.728, 2.943, 0.970, 0.434, -1, False
"GO:0009617", "response to bacterium", 3.931, null, null, 2.846, 0.924, 0.614, 44403, True
"GO:0042742", "defense response to bacterium", 1.906, null, null, 2.533, 0.915, 0.655, 44403, True
"GO:0045087", "innate immune response", 4.676, null, null, 2.922, 0.863, 0.768, 44403, True
"GO:0002237", "response to molecule of bacterial origin", 1.794, null, null, 2.507, 0.898, 0.779, 44403, True
"GO:0098542", "defense response to other organism", 5.731, null, null, 3.010, 0.904, 0.796, 44403, True
"GO:0006260", "DNA replication", 1.194, -5.710, 2.203, 2.330, 0.966, 0.438, -1, False
"GO:0003158", "endothelium development", 0.544, 7.661, -2.402, 1.991, 0.923, 0.439, -1, False
"GO:0050730", "regulation of peptidyl-tyrosine phosphorylation", 1.435, 6.402, 4.361, 2.410, 0.905, 0.443, -1, False
"GO:0061097", "regulation of protein tyrosine kinase activity", 0.550, null, null, 1.996, 0.889, 0.535, 50730, True
"GO:0031400", "negative regulation of protein modification process", 3.000, null, null, 2.729, 0.880, 0.565, 50730, True
"GO:0042326", "negative regulation of phosphorylation", 2.181, null, null, 2.591, 0.891, 0.585, 50730, True
"GO:0010563", "negative regulation of phosphorus metabolic process", 2.832, null, null, 2.704, 0.890, 0.597, 50730, True
"GO:0001934", "positive regulation of protein phosphorylation", 4.570, null, null, 2.912, 0.856, 0.690, 50730, True
"GO:0010562", "positive regulation of phosphorus metabolic process", 5.461, null, null, 2.989, 0.873, 0.736, 50730, True
"GO:0031401", "positive regulation of protein modification process", 5.832, null, null, 3.017, 0.863, 0.783, 50730, True
"GO:0001932", "regulation of protein phosphorylation", 6.667, null, null, 3.076, 0.884, 0.815, 50730, True
"GO:0045860", "positive regulation of protein kinase activity", 2.949, null, null, 2.722, 0.833, 0.858, 50730, True
"GO:0050731", "positive regulation of peptidyl-tyrosine phosphorylation", 1.077, null, null, 2.286, 0.879, 0.859, 50730, True
"GO:0033673", "negative regulation of kinase activity", 1.458, null, null, 2.417, 0.864, 0.861, 50730, True
"GO:0001894", "tissue homeostasis", 1.222, 3.414, 1.118, 2.340, 0.919, 0.444, -1, False
"GO:0002443", "leukocyte mediated immunity", 4.217, 3.134, -3.328, 2.877, 0.935, 0.445, -1, False
"GO:0002252", "immune effector process", 6.118, null, null, 3.038, 0.944, 0.525, 2443, True
"GO:0002449", "lymphocyte mediated immunity", 1.419, null, null, 2.405, 0.942, 0.707, 2443, True
"GO:0002444", "myeloid leukocyte mediated immunity", 2.882, null, null, 2.712, 0.937, 0.782, 2443, True
"GO:0002263", "cell activation involved in immune response", 3.544, null, null, 2.801, 0.898, 0.806, 2443, True
"GO:0043604", "amide biosynthetic process", 2.877, -5.959, 2.117, 2.711, 0.964, 0.447, -1, False
"GO:0006413", "translational initiation", 0.785, null, null, 2.149, 0.960, 0.708, 43604, True
"GO:0008610", "lipid biosynthetic process", 3.297, -5.865, 1.850, 2.770, 0.968, 0.456, -1, False
"GO:0044255", "cellular lipid metabolic process", 5.383, null, null, 2.983, 0.976, 0.794, 8610, True
"GO:0033993", "response to lipid", 4.379, -0.746, -7.386, 2.893, 0.922, 0.456, -1, False
"GO:0016197", "endosomal transport", 1.318, -3.358, 5.468, 2.373, 0.959, 0.458, -1, False
"GO:0030856", "regulation of epithelial cell differentiation", 0.796, 2.911, 4.142, 2.155, 0.931, 0.458, -1, False
"GO:1901342", "regulation of vasculature development", 1.531, null, null, 2.438, 0.931, 0.541, 30856, True
"GO:0045596", "negative regulation of cell differentiation", 3.465, null, null, 2.792, 0.907, 0.547, 30856, True
"GO:0045597", "positive regulation of cell differentiation", 4.525, null, null, 2.907, 0.895, 0.694, 30856, True
"GO:0061041", "regulation of wound healing", 0.690, 0.185, 6.651, 2.093, 0.921, 0.460, -1, False
"GO:0061045", "negative regulation of wound healing", 0.370, null, null, 1.826, 0.904, 0.892, 61041, True
"GO:1903035", "negative regulation of response to wounding", 0.460, null, null, 1.919, 0.904, 0.911, 61041, True
"GO:0006333", "chromatin assembly or disassembly", 0.948, -6.420, -0.946, 2.230, 0.945, 0.464, -1, False
"GO:0034724", "DNA replication-independent nucleosome organization", 0.224, null, null, 1.613, 0.945, 0.581, 6333, True
"GO:0071103", "DNA conformation change", 1.699, null, null, 2.483, 0.943, 0.611, 6333, True
"GO:0006323", "DNA packaging", 1.077, null, null, 2.286, 0.943, 0.620, 6333, True
