NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	198	0.52105784	1.5937309	0.0	0.0021017194	0.025	5755	tags=37%, list=15%, signal=44%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	200	0.5168178	1.5853822	0.0	0.0022251226	0.029	5594	tags=32%, list=14%, signal=37%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	200	0.5125473	1.5751476	0.0	0.0025293482	0.036	4863	tags=37%, list=13%, signal=42%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	198	0.49704006	1.5141866	0.0033594626	0.0068594613	0.102	4894	tags=31%, list=13%, signal=36%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	161	0.5056407	1.5089828	0.0	0.0071658324	0.113	5135	tags=34%, list=13%, signal=38%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	200	0.48957494	1.5071267	0.0023501762	0.0069848667	0.118	6219	tags=31%, list=16%, signal=37%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	200	0.45102724	1.3900716	0.005688282	0.030888615	0.45	4626	tags=30%, list=12%, signal=34%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	158	0.46286908	1.3892152	0.009603841	0.02945546	0.451	6022	tags=29%, list=15%, signal=34%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	200	0.45338768	1.387704	0.010514019	0.028447326	0.461	5757	tags=34%, list=15%, signal=40%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	199	0.43818063	1.3485055	0.011363637	0.04328217	0.622	6018	tags=38%, list=15%, signal=44%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.5142085	1.2372882	0.15220484	0.1402693	0.969	5979	tags=42%, list=15%, signal=49%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	0.4955024	1.2126819	0.1839416	0.16913228	0.99	6015	tags=36%, list=15%, signal=43%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	200	0.3967965	1.2077326	0.08924485	0.1694857	0.991	9317	tags=44%, list=24%, signal=57%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	112	0.41382697	1.2001545	0.119647354	0.17464346	0.993	5588	tags=33%, list=14%, signal=38%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	0.4531455	1.1851697	0.18579236	0.19167298	0.995	4654	tags=30%, list=12%, signal=34%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	200	0.37873575	1.1619895	0.14117648	0.2247625	0.999	9445	tags=39%, list=24%, signal=51%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	0.4429579	1.1008785	0.30583215	0.34115824	1.0	4793	tags=38%, list=12%, signal=43%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.45103	1.0836718	0.33768117	0.3702906	1.0	3585	tags=22%, list=9%, signal=24%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	0.36132812	1.0381484	0.40152478	0.4771136	1.0	5799	tags=24%, list=15%, signal=28%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	74	0.36887342	1.0205537	0.42119205	0.5071792	1.0	5814	tags=31%, list=15%, signal=36%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		200	0.32278702	0.98332506	0.5068493	0.5923888	1.0	5933	tags=26%, list=15%, signal=31%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		40	0.37884855	0.94378054	0.55441177	0.6789632	1.0	8850	tags=28%, list=23%, signal=36%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		100	0.3262651	0.92470783	0.6286439	0.7065196	1.0	5626	tags=26%, list=14%, signal=30%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		200	0.29723343	0.91366947	0.70113635	0.7126024	1.0	5916	tags=22%, list=15%, signal=26%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	0.29845974	0.8867635	0.718599	0.7561849	1.0	4063	tags=19%, list=10%, signal=22%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		104	0.3004981	0.8582286	0.7715736	0.7960959	1.0	8915	tags=30%, list=23%, signal=39%	
