TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:1901988", "negative regulation of cell cycle phase transition", 1.301, null, null, 2.367, 0.859, 0.792, 1905818, True
"GO:1901989", "positive regulation of cell cycle phase transition", 0.533, null, null, 1.982, 0.879, 0.806, 1905818, True
"GO:0010948", "negative regulation of cell cycle process", 1.822, null, null, 2.513, 0.857, 0.825, 1905818, True
"GO:0051983", "regulation of chromosome segregation", 0.493, 0.358, 0.459, 1.949, 0.977, 0.031, -1, False
"GO:0033143", "regulation of intracellular steroid hormone receptor signaling pathway", 0.415, -5.847, -4.229, 1.875, 0.968, 0.031, -1, False
"GO:0045664", "regulation of neuron differentiation", 1.043, -7.483, -1.307, 2.272, 0.967, 0.034, -1, False
"GO:0006275", "regulation of DNA replication", 0.600, -4.690, 5.672, 2.033, 0.956, 0.035, -1, False
"GO:0072331", "signal transduction by p53 class mediator", 0.656, 6.700, -1.813, 2.072, 0.951, 0.035, -1, False
"GO:1902275", "regulation of chromatin organization", 1.071, 7.063, 1.399, 2.283, 0.953, 0.037, -1, False
"GO:0006260", "DNA replication", 1.194, 4.868, -4.373, 2.330, 0.932, 0.079, -1, False
"GO:0009101", "glycoprotein biosynthetic process", 1.688, null, null, 2.480, 0.902, 0.520, 6260, True
"GO:1903509", "liposaccharide metabolic process", 0.617, null, null, 2.045, 0.892, 0.593, 6260, True
"GO:0009100", "glycoprotein metabolic process", 2.063, null, null, 2.567, 0.907, 0.683, 6260, True
"GO:0016042", "lipid catabolic process", 1.671, 2.069, -3.166, 2.476, 0.903, 0.112, -1, False
"GO:0044242", "cellular lipid catabolic process", 1.121, null, null, 2.303, 0.900, 0.586, 16042, True
"GO:0006650", "glycerophospholipid metabolic process", 1.845, null, null, 2.519, 0.895, 0.652, 16042, True
"GO:0046486", "glycerolipid metabolic process", 2.220, null, null, 2.599, 0.893, 0.709, 16042, True
"GO:0006644", "phospholipid metabolic process", 2.220, null, null, 2.599, 0.893, 0.730, 16042, True
"GO:0071383", "cellular response to steroid hormone stimulus", 0.774, 5.469, -0.523, 2.143, 0.949, 0.125, -1, False
"GO:0043401", "steroid hormone mediated signaling pathway", 0.393, null, null, 1.851, 0.926, 0.794, 71383, True
"GO:0030518", "intracellular steroid hormone receptor signaling pathway", 0.275, null, null, 1.699, 0.928, 0.860, 71383, True
"GO:0034248", "regulation of cellular amide metabolic process", 2.596, -4.455, 4.277, 2.667, 0.946, 0.162, -1, False
"GO:0071825", "protein-lipid complex subunit organization", 0.297, 4.979, 4.359, 1.732, 0.886, 0.164, -1, False
"GO:0051604", "protein maturation", 1.346, 3.163, -5.480, 2.382, 0.927, 0.164, -1, False
"GO:0051168", "nuclear export", 0.908, -2.523, -5.713, 2.212, 0.945, 0.169, -1, False
"GO:0043484", "regulation of RNA splicing", 0.864, -6.225, 3.445, 2.190, 0.938, 0.186, -1, False
"GO:0022613", "ribonucleoprotein complex biogenesis", 2.439, 4.179, 5.880, 2.639, 0.896, 0.199, -1, False
"GO:0051970", "negative regulation of transmission of nerve impulse", 0.034, -5.878, -2.921, 0.845, 0.956, 0.202, -1, False
"GO:0048285", "organelle fission", 1.918, 2.957, 5.784, 2.535, 0.853, 0.202, -1, False
"GO:0033120", "positive regulation of RNA splicing", 0.207, -6.596, 2.644, 1.580, 0.932, 0.228, -1, False
"GO:1902369", "negative regulation of RNA catabolic process", 0.381, -5.981, 1.701, 1.839, 0.919, 0.241, -1, False
"GO:0043543", "protein acylation", 0.970, 3.849, -4.547, 2.241, 0.925, 0.251, -1, False
"GO:0050684", "regulation of mRNA processing", 0.841, -5.146, 2.770, 2.179, 0.917, 0.261, -1, False
"GO:0050685", "positive regulation of mRNA processing", 0.185, null, null, 1.531, 0.914, 0.699, 50684, True
"GO:1903312", "negative regulation of mRNA metabolic process", 0.488, null, null, 1.944, 0.898, 0.766, 50684, True
"GO:0051052", "regulation of DNA metabolic process", 1.951, -5.709, 3.968, 2.543, 0.935, 0.269, -1, False
"GO:1901796", "regulation of signal transduction by p53 class mediator", 0.987, -5.436, -4.004, 2.248, 0.966, 0.295, -1, False
"GO:1903311", "regulation of mRNA metabolic process", 1.935, -5.498, 3.321, 2.539, 0.933, 0.297, -1, False
"GO:0018205", "peptidyl-lysine modification", 1.671, 3.970, -5.101, 2.476, 0.914, 0.307, -1, False
"GO:0018394", "peptidyl-lysine acetylation", 0.639, null, null, 2.061, 0.908, 0.626, 18205, True
"GO:0006473", "protein acetylation", 0.746, null, null, 2.127, 0.913, 0.923, 18205, True
"GO:0044782", "cilium organization", 2.114, 3.221, 6.162, 2.577, 0.851, 0.336, -1, False
"GO:0034502", "protein localization to chromosome", 0.381, -1.702, -5.955, 1.839, 0.949, 0.338, -1, False
"GO:0051028", "mRNA transport", 0.847, -1.400, -6.424, 2.182, 0.946, 0.367, -1, False
"GO:0051236", "establishment of RNA localization", 1.093, null, null, 2.292, 0.946, 0.940, 51028, True
"GO:0034508", "centromere complex assembly", 0.213, 4.416, 5.150, 1.591, 0.781, 0.375, -1, False
"GO:0071103", "DNA conformation change", 1.699, null, null, 2.483, 0.779, 0.522, 34508, True
"GO:0006338", "chromatin remodeling", 0.942, null, null, 2.228, 0.778, 0.611, 34508, True
"GO:0043044", "ATP-dependent chromatin remodeling", 0.426, null, null, 1.886, 0.788, 0.618, 34508, True
"GO:0006323", "DNA packaging", 1.077, null, null, 2.286, 0.783, 0.620, 34508, True
"GO:0006333", "chromatin assembly or disassembly", 0.948, null, null, 2.230, 0.778, 0.671, 34508, True
"GO:0034724", "DNA replication-independent nucleosome organization", 0.224, null, null, 1.613, 0.775, 0.691, 34508, True
"GO:0016569", "covalent chromatin modification", 1.996, null, null, 2.553, 0.705, 0.730, 34508, True
"GO:0043486", "histone exchange", 0.252, null, null, 1.663, 0.768, 0.808, 34508, True
"GO:0006334", "nucleosome assembly", 0.656, null, null, 2.072, 0.744, 0.855, 34508, True
"GO:0034728", "nucleosome organization", 0.869, null, null, 2.193, 0.751, 0.866, 34508, True
"GO:0033044", "regulation of chromosome organization", 1.525, 7.027, 1.747, 2.436, 0.945, 0.405, -1, False
"GO:2001252", "positive regulation of chromosome organization", 0.914, null, null, 2.215, 0.927, 0.569, 33044, True
"GO:2001251", "negative regulation of chromosome organization", 0.426, null, null, 1.886, 0.922, 0.811, 33044, True
"GO:0042770", "signal transduction in response to DNA damage", 0.561, 6.863, -1.487, 2.004, 0.941, 0.438, -1, False
"GO:0006302", "double-strand break repair", 1.071, null, null, 2.283, 0.909, 0.619, 42770, True
"GO:0045665", "negative regulation of neuron differentiation", 0.353, -6.998, -1.128, 1.806, 0.947, 0.439, -1, False
"GO:0071824", "protein-DNA complex subunit organization", 1.368, 4.461, 4.514, 2.389, 0.870, 0.444, -1, False
"GO:0008380", "RNA splicing", 2.260, 2.756, -5.687, 2.606, 0.926, 0.474, -1, False
"GO:0030705", "cytoskeleton-dependent intracellular transport", 1.054, -2.586, -6.058, 2.276, 0.944, 0.493, -1, False
"GO:0051169", "nuclear transport", 1.435, null, null, 2.410, 0.943, 0.518, 30705, True
