TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0031669", "cellular response to nutrient levels", 1.133, null, null, 2.307, 0.943, 0.936, 31668, True
"GO:0034660", "ncRNA metabolic process", 2.680, 6.168, -3.447, 2.680, 0.972, 0.108, -1, False
"GO:0090304", "nucleic acid metabolic process", 12.241, null, null, 3.339, 0.967, 0.565, 34660, True
"GO:0006396", "RNA processing", 4.918, null, null, 2.943, 0.970, 0.668, 34660, True
"GO:0016070", "RNA metabolic process", 8.820, null, null, 3.197, 0.968, 0.713, 34660, True
"GO:0006139", "nucleobase-containing compound metabolic process", 14.971, null, null, 3.427, 0.968, 0.774, 34660, True
"GO:0042060", "wound healing", 2.428, 4.675, -5.464, 2.637, 0.963, 0.116, -1, False
"GO:0009593", "detection of chemical stimulus", 2.933, 1.741, -7.608, 2.719, 0.933, 0.119, -1, False
"GO:0050906", "detection of stimulus involved in sensory perception", 3.101, null, null, 2.744, 0.896, 0.882, 9593, True
"GO:0048518", "positive regulation of biological process", 34.339, 2.509, -1.052, 3.787, 0.936, 0.122, -1, False
"GO:1901137", "carbohydrate derivative biosynthetic process", 3.392, 6.423, -2.156, 2.782, 0.970, 0.136, -1, False
"GO:0006024", "glycosaminoglycan biosynthetic process", 0.561, null, null, 2.004, 0.970, 0.635, 1901137, True
"GO:0006486", "protein glycosylation", 1.368, null, null, 2.389, 0.961, 0.709, 1901137, True
"GO:0009100", "glycoprotein metabolic process", 2.063, null, null, 2.567, 0.967, 0.749, 1901137, True
"GO:0006023", "aminoglycan biosynthetic process", 0.600, null, null, 2.033, 0.970, 0.900, 1901137, True
"GO:0009101", "glycoprotein biosynthetic process", 1.688, null, null, 2.480, 0.965, 0.908, 1901137, True
"GO:0043413", "macromolecule glycosylation", 1.368, null, null, 2.389, 0.980, 0.974, 1901137, True
"GO:0019222", "regulation of metabolic process", 38.214, 2.229, -0.136, 3.834, 0.934, 0.137, -1, False
"GO:0009719", "response to endogenous stimulus", 7.716, 3.595, -6.563, 3.139, 0.961, 0.139, -1, False
"GO:1901135", "carbohydrate derivative metabolic process", 5.607, 5.642, -3.084, 3.000, 0.986, 0.152, -1, False
"GO:0071526", "semaphorin-plexin signaling pathway", 0.207, 3.086, -3.207, 1.580, 0.931, 0.155, -1, False
"GO:0061383", "trabecula morphogenesis", 0.230, -7.152, -2.337, 1.623, 0.882, 0.155, -1, False
"GO:0048589", "developmental growth", 1.878, -6.215, -1.807, 2.526, 0.904, 0.171, -1, False
"GO:0051174", "regulation of phosphorus metabolic process", 8.888, -0.507, 6.525, 3.200, 0.912, 0.172, -1, False
"GO:0009605", "response to external stimulus", 13.519, 3.305, -6.139, 3.382, 0.956, 0.177, -1, False
"GO:0046483", "heterocycle metabolic process", 15.885, 6.245, -2.683, 3.452, 0.980, 0.180, -1, False
"GO:0031099", "regeneration", 0.858, -7.645, -1.790, 2.188, 0.903, 0.182, -1, False
"GO:0022613", "ribonucleoprotein complex biogenesis", 2.439, 2.893, 5.163, 2.639, 0.976, 0.183, -1, False
"GO:0060173", "limb development", 0.936, -5.781, -0.639, 2.225, 0.891, 0.188, -1, False
"GO:0050794", "regulation of cellular process", 63.093, 1.668, -0.817, 4.051, 0.923, 0.196, -1, False
"GO:0045055", "regulated exocytosis", 3.875, 5.975, -0.187, 2.840, 0.977, 0.198, -1, False
"GO:0032940", "secretion by cell", 5.271, null, null, 2.974, 0.976, 0.882, 45055, True
"GO:0030198", "extracellular matrix organization", 1.996, 3.379, 5.206, 2.553, 0.975, 0.199, -1, False
"GO:0030199", "collagen fibril organization", 0.264, null, null, 1.681, 0.979, 0.778, 30198, True
"GO:0055123", "digestive system development", 0.735, -6.936, 1.067, 2.121, 0.886, 0.203, -1, False
"GO:0043062", "extracellular structure organization", 2.002, 3.921, 4.734, 2.554, 0.978, 0.203, -1, False
"GO:0045229", "external encapsulating structure organization", 2.013, 3.741, 4.314, 2.556, 0.978, 0.204, -1, False
"GO:0048736", "appendage development", 0.936, -7.322, 1.161, 2.225, 0.891, 0.209, -1, False
"GO:0008544", "epidermis development", 2.288, -6.700, -1.543, 2.612, 0.863, 0.210, -1, False
"GO:0048762", "mesenchymal cell differentiation", 0.875, null, null, 2.196, 0.849, 0.502, 8544, True
"GO:0030855", "epithelial cell differentiation", 3.706, null, null, 2.821, 0.834, 0.605, 8544, True
"GO:0048729", "tissue morphogenesis", 2.860, null, null, 2.708, 0.829, 0.624, 8544, True
"GO:0070268", "cornification", 0.634, null, null, 2.057, 0.839, 0.635, 8544, True
"GO:0006915", "apoptotic process", 5.091, null, null, 2.959, 0.988, 0.665, 8544, True
"GO:0002064", "epithelial cell development", 1.049, null, null, 2.274, 0.852, 0.675, 8544, True
"GO:0060429", "epithelium development", 5.961, null, null, 3.027, 0.844, 0.699, 8544, True
"GO:0002009", "morphogenesis of an epithelium", 2.316, null, null, 2.617, 0.817, 0.751, 8544, True
"GO:0001843", "neural tube closure", 0.460, null, null, 1.919, 0.804, 0.755, 8544, True
"GO:0016331", "morphogenesis of embryonic epithelium", 0.751, null, null, 2.130, 0.821, 0.798, 8544, True
"GO:0061138", "morphogenesis of a branching epithelium", 0.841, null, null, 2.179, 0.830, 0.808, 8544, True
"GO:0060562", "epithelial tube morphogenesis", 1.609, null, null, 2.459, 0.803, 0.875, 8544, True
"GO:0060606", "tube closure", 0.465, null, null, 1.924, 0.838, 0.902, 8544, True
"GO:0012501", "programmed cell death", 5.848, null, null, 3.019, 0.988, 0.907, 8544, True
"GO:0001841", "neural tube formation", 0.538, null, null, 1.987, 0.801, 0.948, 8544, True
"GO:0072175", "epithelial tube formation", 0.678, null, null, 2.086, 0.813, 0.949, 8544, True
"GO:0001838", "embryonic epithelial tube formation", 0.634, null, null, 2.057, 0.808, 0.964, 8544, True
"GO:0014020", "primary neural tube formation", 0.493, null, null, 1.949, 0.802, 0.972, 8544, True
"GO:0034330", "cell junction organization", 2.714, 3.322, 4.410, 2.686, 0.977, 0.212, -1, False
"GO:0097435", "supramolecular fiber organization", 2.720, 2.985, 4.693, 2.687, 0.977, 0.221, -1, False
"GO:0006950", "response to stress", 19.799, 2.961, -6.401, 3.548, 0.953, 0.223, -1, False
"GO:0010628", "positive regulation of gene expression", 6.039, -1.599, 5.982, 3.033, 0.880, 0.227, -1, False
"GO:0051173", "positive regulation of nitrogen compound metabolic process", 16.867, null, null, 3.478, 0.853, 0.550, 10628, True
"GO:0010604", "positive regulation of macromolecule metabolic process", 18.896, null, null, 3.528, 0.852, 0.732, 10628, True
"GO:0031325", "positive regulation of cellular metabolic process", 17.859, null, null, 3.503, 0.845, 0.744, 10628, True
"GO:0060541", "respiratory system development", 1.021, -5.935, 0.303, 2.262, 0.882, 0.237, -1, False
"GO:0050789", "regulation of biological process", 66.233, 1.312, -0.355, 4.072, 0.939, 0.241, -1, False
"GO:0048871", "multicellular organismal homeostasis", 1.946, -6.609, 3.201, 2.542, 0.905, 0.242, -1, False
"GO:0048878", "chemical homeostasis", 6.168, null, null, 3.042, 0.954, 0.649, 48871, True
"GO:0043066", "negative regulation of apoptotic process", 4.789, 3.535, 1.699, 2.932, 0.900, 0.252, -1, False
"GO:0010942", "positive regulation of cell death", 3.409, null, null, 2.785, 0.890, 0.684, 43066, True
"GO:0043065", "positive regulation of apoptotic process", 2.994, null, null, 2.728, 0.890, 0.707, 43066, True
"GO:0060548", "negative regulation of cell death", 5.377, null, null, 2.982, 0.899, 0.737, 43066, True
"GO:0042981", "regulation of apoptotic process", 8.069, null, null, 3.158, 0.919, 0.825, 43066, True
"GO:0043067", "regulation of programmed cell death", 8.220, null, null, 3.166, 0.920, 0.876, 43066, True
"GO:0043069", "negative regulation of programmed cell death", 4.884, null, null, 2.941, 0.899, 0.913, 43066, True
"GO:0043068", "positive regulation of programmed cell death", 3.073, null, null, 2.740, 0.890, 0.934, 43066, True
"GO:0051674", "localization of cell", 6.067, 6.334, 0.209, 3.035, 0.981, 0.255, -1, False
"GO:0001822", "kidney development", 1.486, -7.598, 0.209, 2.425, 0.866, 0.256, -1, False
"GO:0072001", "renal system development", 1.531, null, null, 2.438, 0.873, 0.954, 1822, True
"GO:0006725", "cellular aromatic compound metabolic process", 16.166, 5.948, -2.595, 3.460, 0.980, 0.257, -1, False
"GO:0042221", "response to chemical", 23.865, 2.844, -6.091, 3.629, 0.951, 0.264, -1, False
"GO:0090092", "regulation of transmembrane receptor protein serine/threonine kinase signaling pathway", 1.351, 5.739, 2.344, 2.384, 0.926, 0.267, -1, False
"GO:0086069", "bundle of His cell to Purkinje myocyte communication", 0.073, -1.399, -0.142, 1.146, 0.908, 0.268, -1, False
"GO:0034641", "cellular nitrogen compound metabolic process", 18.762, 6.130, -2.953, 3.525, 0.976, 0.269, -1, False
"GO:0001655", "urogenital system development", 1.705, -7.508, -0.173, 2.484, 0.875, 0.271, -1, False
"GO:0035295", "tube development", 4.514, -6.428, 0.443, 2.906, 0.867, 0.272, -1, False
"GO:0048608", "reproductive structure development", 2.209, -6.351, 0.168, 2.597, 0.865, 0.285, -1, False
"GO:0060670", "branching involved in labyrinthine layer morphogenesis", 0.067, null, null, 1.114, 0.844, 0.669, 48608, True
"GO:0001890", "placenta development", 0.763, null, null, 2.137, 0.874, 0.856, 48608, True
"GO:0061458", "reproductive system development", 2.226, -6.254, -0.141, 2.600, 0.870, 0.295, -1, False
"GO:0043009", "chordate embryonic development", 3.174, -6.475, 0.744, 2.754, 0.847, 0.297, -1, False
"GO:0001704", "formation of primary germ layer", 0.583, null, null, 2.021, 0.841, 0.653, 43009, True
"GO:0021915", "neural tube development", 0.802, null, null, 2.158, 0.822, 0.799, 43009, True
"GO:0048598", "embryonic morphogenesis", 3.011, null, null, 2.731, 0.818, 0.807, 43009, True
"GO:0009792", "embryo development ending in birth or egg hatching", 3.280, null, null, 2.768, 0.849, 0.817, 43009, True
"GO:0001501", "skeletal system development", 2.551, -6.753, -0.241, 2.659, 0.868, 0.301, -1, False
"GO:0070848", "response to growth factor", 2.893, 1.421, -7.507, 2.713, 0.926, 0.308, -1, False
"GO:0016043", "cellular component organization", 31.373, 3.364, 4.817, 3.748, 0.968, 0.319, -1, False
"GO:0017015", "regulation of transforming growth factor beta receptor signaling pathway", 0.673, 5.565, 2.583, 2.083, 0.922, 0.321, -1, False
"GO:1903844", "regulation of cellular response to transforming growth factor beta stimulus", 0.690, null, null, 2.093, 0.938, 0.826, 17015, True
"GO:0090101", "negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway", 0.701, null, null, 2.100, 0.908, 0.852, 17015, True
"GO:0030512", "negative regulation of transforming growth factor beta receptor signaling pathway", 0.449, null, null, 1.908, 0.909, 0.950, 17015, True
"GO:0009888", "tissue development", 9.431, -7.152, -1.012, 3.226, 0.866, 0.325, -1, False
"GO:0030323", "respiratory tube development", 0.903, -7.622, 0.551, 2.210, 0.850, 0.328, -1, False
"GO:0035148", "tube formation", 0.757, null, null, 2.134, 0.838, 0.617, 30323, True
"GO:0035239", "tube morphogenesis", 3.471, null, null, 2.792, 0.812, 0.733, 30323, True
"GO:0001525", "angiogenesis", 1.716, null, null, 2.487, 0.808, 0.797, 30323, True
"GO:0048514", "blood vessel morphogenesis", 2.198, null, null, 2.594, 0.803, 0.898, 30323, True
"GO:0001568", "blood vessel development", 2.635, null, null, 2.673, 0.853, 0.938, 30323, True
"GO:0051716", "cellular response to stimulus", 37.255, 2.610, -6.122, 3.822, 0.943, 0.333, -1, False
"GO:0072359", "circulatory system development", 4.604, -6.769, 0.058, 2.915, 0.857, 0.333, -1, False
"GO:0051171", "regulation of nitrogen compound metabolic process", 31.743, -0.261, 5.780, 3.753, 0.895, 0.333, -1, False
"GO:0080090", "regulation of primary metabolic process", 32.842, null, null, 3.768, 0.894, 0.526, 51171, True
"GO:0031323", "regulation of cellular metabolic process", 34.042, null, null, 3.783, 0.887, 0.543, 51171, True
"GO:0009790", "embryo development", 5.192, -6.471, -0.427, 2.967, 0.864, 0.333, -1, False
"GO:0080134", "regulation of response to stress", 7.559, 5.528, 2.141, 3.130, 0.926, 0.335, -1, False
"GO:0051641", "cellular localization", 16.637, 6.173, 0.033, 3.472, 0.976, 0.336, -1, False
"GO:0001944", "vasculature development", 2.748, -7.085, -0.200, 2.691, 0.854, 0.337, -1, False
"GO:0003206", "cardiac chamber morphogenesis", 0.634, null, null, 2.057, 0.838, 0.679, 1944, True
"GO:0003205", "cardiac chamber development", 0.835, null, null, 2.176, 0.867, 0.710, 1944, True
"GO:1901698", "response to nitrogen compound", 5.843, 2.031, -7.181, 3.018, 0.930, 0.343, -1, False
"GO:0046903", "secretion", 5.893, 6.403, -0.139, 3.022, 0.981, 0.343, -1, False
"GO:0001763", "morphogenesis of a branching structure", 0.886, -7.782, -1.180, 2.201, 0.860, 0.353, -1, False
"GO:0048522", "positive regulation of cellular process", 31.059, -2.336, 4.835, 3.744, 0.873, 0.353, -1, False
"GO:0009893", "positive regulation of metabolic process", 20.472, null, null, 3.563, 0.868, 0.509, 48522, True
"GO:0006954", "inflammatory response", 2.742, 4.530, -5.581, 2.690, 0.963, 0.355, -1, False
"GO:0051130", "positive regulation of cellular component organization", 6.185, -2.673, 5.544, 3.043, 0.904, 0.355, -1, False
"GO:0043588", "skin development", 2.114, -7.362, 0.210, 2.577, 0.864, 0.363, -1, False
"GO:0007167", "enzyme linked receptor protein signaling pathway", 4.020, 2.813, -4.516, 2.856, 0.900, 0.363, -1, False
"GO:0019221", "cytokine-mediated signaling pathway", 3.774, null, null, 2.829, 0.862, 0.525, 7167, True
"GO:0071345", "cellular response to cytokine stimulus", 5.490, null, null, 2.991, 0.908, 0.859, 7167, True
"GO:0009611", "response to wounding", 2.944, 4.475, -5.760, 2.721, 0.962, 0.365, -1, False
"GO:0032880", "regulation of protein localization", 4.833, -5.194, 4.981, 2.936, 0.917, 0.365, -1, False
"GO:0044070", "regulation of anion transport", 4.648, null, null, 2.919, 0.912, 0.530, 32880, True
"GO:0051270", "regulation of cellular component movement", 5.618, null, null, 3.001, 0.910, 0.547, 32880, True
"GO:0051049", "regulation of transport", 9.521, null, null, 3.230, 0.907, 0.618, 32880, True
"GO:0051050", "positive regulation of transport", 4.912, null, null, 2.943, 0.875, 0.700, 32880, True
"GO:0051223", "regulation of protein transport", 3.028, null, null, 2.733, 0.915, 0.743, 32880, True
"GO:0043269", "regulation of ion transport", 7.211, null, null, 3.110, 0.907, 0.754, 32880, True
"GO:0070201", "regulation of establishment of protein localization", 3.168, null, null, 2.753, 0.920, 0.830, 32880, True
"GO:0090087", "regulation of peptide transport", 3.202, null, null, 2.757, 0.916, 0.843, 32880, True
"GO:0071560", "cellular response to transforming growth factor beta stimulus", 0.852, 1.002, -7.374, 2.185, 0.914, 0.367, -1, False
"GO:0009725", "response to hormone", 4.357, null, null, 2.891, 0.909, 0.599, 71560, True
"GO:0048545", "response to steroid hormone", 1.508, null, null, 2.431, 0.920, 0.645, 71560, True
"GO:0051384", "response to glucocorticoid", 0.757, null, null, 2.134, 0.925, 0.660, 71560, True
"GO:0071559", "response to transforming growth factor beta", 0.886, null, null, 2.201, 0.921, 0.725, 71560, True
"GO:0071495", "cellular response to endogenous stimulus", 6.286, null, null, 3.050, 0.937, 0.801, 71560, True
"GO:0071363", "cellular response to growth factor stimulus", 2.736, null, null, 2.689, 0.912, 0.827, 71560, True
"GO:0031960", "response to corticosteroid", 0.852, null, null, 2.185, 0.924, 0.856, 71560, True
"GO:0007179", "transforming growth factor beta receptor signaling pathway", 0.578, null, null, 2.017, 0.875, 0.945, 71560, True
"GO:0007165", "signal transduction", 28.311, 2.441, -5.094, 3.703, 0.868, 0.372, -1, False
"GO:0007166", "cell surface receptor signaling pathway", 13.833, null, null, 3.392, 0.885, 0.514, 7165, True
"GO:0042592", "homeostatic process", 9.073, -6.268, 4.717, 3.209, 0.955, 0.373, -1, False
"GO:0022604", "regulation of cell morphogenesis", 1.705, 0.176, 2.945, 2.484, 0.922, 0.374, -1, False
"GO:0008360", "regulation of cell shape", 0.847, null, null, 2.182, 0.922, 0.632, 22604, True
"GO:0042475", "odontogenesis of dentin-containing tooth", 0.421, -7.829, -0.599, 1.881, 0.854, 0.374, -1, False
"GO:0060349", "bone morphogenesis", 0.505, null, null, 1.959, 0.851, 0.527, 42475, True
"GO:0022612", "gland morphogenesis", 0.510, null, null, 1.964, 0.851, 0.536, 42475, True
"GO:0042476", "odontogenesis", 0.622, null, null, 2.049, 0.848, 0.547, 42475, True
"GO:0048732", "gland development", 2.164, -7.242, 0.507, 2.588, 0.863, 0.380, -1, False
"GO:0048146", "positive regulation of fibroblast proliferation", 0.252, -3.699, 5.824, 1.663, 0.923, 0.384, -1, False
"GO:0051246", "regulation of protein metabolic process", 14.528, -0.534, 6.283, 3.414, 0.906, 0.386, -1, False
"GO:0044057", "regulation of system process", 3.168, -1.372, 0.830, 2.753, 0.936, 0.387, -1, False
"GO:0007010", "cytoskeleton organization", 6.527, 3.566, 4.834, 3.066, 0.974, 0.391, -1, False
"GO:0009653", "anatomical structure morphogenesis", 11.585, -6.989, -0.950, 3.315, 0.861, 0.392, -1, False
"GO:0043408", "regulation of MAPK cascade", 3.852, 5.534, 2.357, 2.838, 0.912, 0.395, -1, False
"GO:0009968", "negative regulation of signal transduction", 6.942, null, null, 3.093, 0.880, 0.504, 43408, True
"GO:0023057", "negative regulation of signaling", 7.452, null, null, 3.124, 0.901, 0.513, 43408, True
"GO:0010648", "negative regulation of cell communication", 7.435, null, null, 3.123, 0.895, 0.517, 43408, True
"GO:0043410", "positive regulation of MAPK cascade", 2.882, null, null, 2.712, 0.879, 0.619, 43408, True
"GO:0009966", "regulation of signal transduction", 16.687, null, null, 3.474, 0.891, 0.620, 43408, True
"GO:0023056", "positive regulation of signaling", 9.381, null, null, 3.224, 0.881, 0.649, 43408, True
"GO:0010647", "positive regulation of cell communication", 9.342, null, null, 3.222, 0.872, 0.654, 43408, True
"GO:1902531", "regulation of intracellular signal transduction", 9.723, null, null, 3.239, 0.900, 0.661, 43408, True
"GO:0009967", "positive regulation of signal transduction", 8.478, null, null, 3.180, 0.858, 0.715, 43408, True
"GO:1902533", "positive regulation of intracellular signal transduction", 5.529, null, null, 2.994, 0.866, 0.802, 43408, True
"GO:0030097", "hemopoiesis", 3.028, -7.103, 0.274, 2.733, 0.851, 0.399, -1, False
"GO:0002521", "leukocyte differentiation", 1.839, null, null, 2.517, 0.852, 0.881, 30097, True
"GO:0048534", "hematopoietic or lymphoid organ development", 3.297, null, null, 2.770, 0.850, 0.936, 30097, True
"GO:0071496", "cellular response to external stimulus", 1.649, 0.598, -4.822, 2.470, 0.957, 0.408, -1, False
"GO:1901700", "response to oxygen-containing compound", 8.478, 1.996, -6.947, 3.180, 0.926, 0.411, -1, False
"GO:0010033", "response to organic substance", 16.239, null, null, 3.462, 0.917, 0.509, 1901700, True
"GO:0070887", "cellular response to chemical stimulus", 15.863, null, null, 3.452, 0.910, 0.596, 1901700, True
"GO:0045600", "positive regulation of fat cell differentiation", 0.359, -1.232, 3.698, 1.813, 0.899, 0.411, -1, False
"GO:0010718", "positive regulation of epithelial to mesenchymal transition", 0.269, null, null, 1.690, 0.889, 0.512, 45600, True
"GO:0048869", "cellular developmental process", 19.586, -6.800, -1.044, 3.543, 0.859, 0.420, -1, False
"GO:0048731", "system development", 23.169, null, null, 3.616, 0.826, 0.514, 48869, True
"GO:0007399", "nervous system development", 11.831, null, null, 3.324, 0.835, 0.542, 48869, True
"GO:0048856", "anatomical structure development", 28.799, null, null, 3.711, 0.851, 0.587, 48869, True
"GO:0048513", "animal organ development", 17.125, null, null, 3.485, 0.824, 0.604, 48869, True
"GO:0007275", "multicellular organism development", 26.550, null, null, 3.675, 0.832, 0.636, 48869, True
"GO:0042254", "ribosome biogenesis", 1.693, 2.816, 5.306, 2.481, 0.977, 0.420, -1, False
"GO:0048660", "regulation of smooth muscle cell proliferation", 0.701, -4.423, 5.820, 2.100, 0.947, 0.422, -1, False
"GO:1901652", "response to peptide", 2.591, 1.283, -7.591, 2.666, 0.921, 0.423, -1, False
"GO:1901701", "cellular response to oxygen-containing compound", 5.759, null, null, 3.012, 0.916, 0.694, 1901652, True
