# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-t" "histone" "-g" "histone_id" "-a" "../1-GTF/histone_annotation.gtf" "-o" "counts.txt" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam
h3k27ac_input_peak_94	chr1	1672128	1672534	.	407	0	2	1	2	2	2
h3k27ac_input_peak_95	chr1	1673303	1674113	.	811	10	7	7	4	6	2
h3k27ac_input_peak_96	chr1	1676341	1677931	.	1591	8	3	5	4	7	3
h3k27ac_input_peak_97	chr1	1689521	1690215	.	695	20	25	30	18	14	18
h3k27ac_input_peak_98	chr1	1708323	1710402	.	2080	30	33	46	26	44	34
h3k27ac_input_peak_99	chr1	1712591	1713117	.	527	7	3	2	1	1	3
h3k27ac_input_peak_100	chr1	1716602	1716973	.	372	290	444	351	329	486	376
h3k27ac_input_peak_101	chr1	1717283	1717773	.	491	376	666	549	559	787	585
h3k27ac_input_peak_102	chr1	1820762	1823661	.	2900	47	57	70	42	82	48
h3k27ac_input_peak_103	chr1	1982030	1982431	.	402	3	7	7	5	9	8
h3k27ac_input_peak_104	chr1	1990531	1990827	.	297	0	0	1	0	1	0
h3k27ac_input_peak_105	chr1	1991380	1992690	.	1311	0	6	9	6	1	0
h3k27ac_input_peak_106	chr1	1993152	1993493	.	342	1	5	2	1	2	2
h3k27ac_input_peak_107	chr1	1994318	1994656	.	339	0	0	1	0	2	0
h3k27ac_input_peak_108	chr1	2019148	2019890	.	743	0	3	0	2	1	3
h3k27ac_input_peak_109	chr1	2071771	2072329	.	559	0	4	2	1	1	3
h3k27ac_input_peak_110	chr1	2120464	2120844	.	381	5	4	5	5	4	7
h3k27ac_input_peak_111	chr1	2121290	2121998	.	709	11	27	29	18	32	29
h3k27ac_input_peak_112	chr1	2125131	2125949	.	819	11	25	45	22	37	35
h3k27ac_input_peak_113	chr1	2126271	2126883	.	613	0	1	2	3	4	0
h3k27ac_input_peak_114	chr1	2143087	2146083	.	2997	4	9	11	5	13	5
h3k27ac_input_peak_115	chr1	2146746	2147060	.	315	0	0	0	0	0	1
h3k27ac_input_peak_116	chr1	2158344	2159131	.	788	0	1	4	0	4	2
h3k27ac_input_peak_117	chr1	2160213	2162626	.	2414	84	140	242	80	215	206
h3k27ac_input_peak_118	chr1	2176105	2176689	.	585	4	4	9	3	2	6
h3k27ac_input_peak_119	chr1	2177860	2178320	.	461	8	4	11	4	5	4
h3k27ac_input_peak_120	chr1	2220099	2221951	.	1853	8	6	21	4	9	6
h3k27ac_input_peak_121	chr1	2222468	2224781	.	2314	20	7	22	7	19	16
h3k27ac_input_peak_122	chr1	2245977	2246765	.	789	1	3	1	2	2	0
h3k27ac_input_peak_123	chr1	2247773	2248094	.	322	0	0	0	1	1	3
h3k27ac_input_peak_124	chr1	2322190	2322744	.	555	3	6	6	4	12	14
h3k27ac_input_peak_125	chr1	2323319	2324268	.	950	101	233	284	175	337	257
h3k27ac_input_peak_126	chr1	2343490	2343950	.	461	4	9	28	13	26	27
h3k27ac_input_peak_127	chr1	2344251	2345139	.	889	10	14	38	14	32	29
h3k27ac_input_peak_128	chr1	2379905	2380801	.	897	0	2	0	1	7	0
h3k27ac_input_peak_129	chr1	2381056	2385471	.	4416	6	27	13	21	27	11
h3k27ac_input_peak_130	chr1	2456766	2458097	.	1332	48	55	83	56	71	52
h3k27ac_input_peak_131	chr1	2465114	2466337	.	1224	2	7	2	0	4	3
h3k27ac_input_peak_132	chr1	2466602	2467063	.	462	0	3	0	0	2	3
h3k27ac_input_peak_133	chr1	2480067	2480931	.	865	2	6	9	5	11	12
h3k27ac_input_peak_134	chr1	2487929	2488322	.	394	46	58	81	31	73	73
h3k27ac_input_peak_135	chr1	2516191	2517972	.	1782	21	26	22	25	37	37
h3k27ac_input_peak_136	chr1	2573889	2574598	.	710	3	10	9	4	11	4
h3k27ac_input_peak_137	chr1	3230112	3230838	.	727	1	1	1	1	0	0
h3k27ac_input_peak_138	chr1	3421068	3421803	.	736	5	20	22	6	29	12
h3k27ac_input_peak_139	chr1	3447296	3447944	.	649	6	24	27	11	28	19
h3k27ac_input_peak_140	chr1	3459442	3459954	.	513	0	1	0	1	1	0
h3k27ac_input_peak_141	chr1	3712399	3712688	.	290	81	85	177	92	147	127
h3k27ac_input_peak_142	chr1	3815941	3817861	.	1921	52	70	59	41	69	47
h3k27ac_input_peak_143	chr1	6085624	6085925	.	302	2	7	5	4	10	7
h3k27ac_input_peak_144	chr1	6258497	6259674	.	1178	548	682	743	682	934	673
h3k27ac_input_peak_145	chr1	6259969	6260261	.	293	1	0	1	1	2	2
h3k27ac_input_peak_146	chr1	6260891	6261186	.	296	0	0	0	1	2	1
h3k27ac_input_peak_147	chr1	6265522	6265926	.	405	5	4	10	7	12	12
h3k27ac_input_peak_148	chr1	6282591	6282951	.	361	334	304	296	409	355	349
h3k27ac_input_peak_149	chr1	6283317	6284046	.	730	624	701	626	858	822	719
h3k27ac_input_peak_150	chr1	6284311	6284945	.	635	876	1041	873	1066	1172	1008
h3k27ac_input_peak_151	chr1	6285431	6287068	.	1638	24	19	20	19	20	15
h3k27ac_input_peak_152	chr1	6294571	6296447	.	1877	147	171	185	209	189	220
h3k27ac_input_peak_153	chr1	6354815	6355104	.	290	191	303	255	210	338	259
h3k27ac_input_peak_154	chr1	6359089	6359662	.	574	1	0	2	2	1	2
h3k27ac_input_peak_155	chr1	6359879	6361661	.	1783	11	12	8	11	17	9
h3k27ac_input_peak_156	chr1	6361940	6362653	.	714	7	10	14	4	15	11
h3k27ac_input_peak_157	chr1	6363186	6363843	.	658	2	3	6	1	3	4
h3k27ac_input_peak_158	chr1	6377106	6377433	.	328	3	3	4	4	4	2
h3k27ac_input_peak_159	chr1	6378003	6378412	.	410	4	2	2	1	1	2
h3k27ac_input_peak_160	chr1	6403997	6404568	.	572	1	2	4	0	4	4
h3k27ac_input_peak_161	chr1	6408042	6408726	.	685	0	4	9	3	7	3
h3k27ac_input_peak_162	chr1	6408987	6410223	.	1237	68	116	140	101	134	111
h3k27ac_input_peak_163	chr1	6410891	6411560	.	670	2	5	3	3	1	7
h3k27ac_input_peak_164	chr1	6413049	6414087	.	1039	2	3	6	3	9	3
h3k27ac_input_peak_165	chr1	6414468	6416246	.	1779	7	4	14	6	6	11
h3k27ac_input_peak_166	chr1	6417179	6417622	.	444	3	3	6	1	7	2
h3k27ac_input_peak_167	chr1	6418437	6421515	.	3079	16	13	27	19	24	26
h3k27ac_input_peak_168	chr1	6445715	6447966	.	2252	30	18	48	29	30	22
h3k27ac_input_peak_169	chr1	6452317	6453343	.	1027	6	5	14	4	5	6
h3k27ac_input_peak_170	chr1	6453644	6454445	.	802	7	5	5	6	11	9
h3k27ac_input_peak_171	chr1	6550351	6551649	.	1299	19	16	19	11	23	17
h3k27ac_input_peak_172	chr1	6551895	6553422	.	1528	4	8	8	6	10	7
h3k27ac_input_peak_173	chr1	6577210	6577540	.	331	0	0	0	0	0	0
h3k27ac_input_peak_174	chr1	6579309	6579984	.	676	1	0	0	0	2	0
h3k27ac_input_peak_175	chr1	6640233	6640576	.	344	5	12	11	11	12	10
h3k27ac_input_peak_176	chr1	6660402	6662874	.	2473	75	126	264	104	177	183
h3k27ac_input_peak_177	chr1	6663145	6664880	.	1736	11	13	13	18	21	22
h3k27ac_input_peak_178	chr1	6672785	6673495	.	711	4	5	11	9	7	13
h3k27ac_input_peak_179	chr1	6673863	6675596	.	1734	4	10	7	12	8	15
h3k27ac_input_peak_180	chr1	6685274	6686478	.	1205	22	49	41	18	38	42
h3k27ac_input_peak_181	chr1	6745662	6746364	.	703	1	4	5	8	7	4
h3k27ac_input_peak_182	chr1	6761058	6761804	.	747	69	93	112	70	126	90
h3k27ac_input_peak_183	chr1	6783938	6784481	.	544	1	0	0	0	0	0
h3k27ac_input_peak_184	chr1	6784851	6785336	.	486	0	0	0	0	0	0
h3k27ac_input_peak_185	chr1	6785617	6786288	.	672	0	0	0	0	0	0
h3k27ac_input_peak_186	chr1	6845559	6846103	.	545	10	28	25	25	26	13
h3k27ac_input_peak_187	chr1	6918288	6920896	.	2609	13	2	9	5	5	10
h3k27ac_input_peak_188	chr1	6921286	6921588	.	303	1	0	2	0	1	1
h3k27ac_input_peak_189	chr1	7325986	7327003	.	1018	0	2	0	1	1	0
h3k27ac_input_peak_190	chr1	7358198	7358563	.	366	0	0	0	0	0	0
h3k27ac_input_peak_191	chr1	7358979	7359269	.	291	0	0	1	0	0	0
h3k27ac_input_peak_192	chr1	7359763	7360774	.	1012	0	1	0	1	1	0
h3k27ac_input_peak_193	chr1	7361322	7362210	.	889	0	0	0	0	0	0
h3k27ac_input_peak_194	chr1	7609616	7611165	.	1550	0	0	0	0	0	0
h3k27ac_input_peak_195	chr1	7611561	7611872	.	312	0	0	0	1	0	0
h3k27ac_input_peak_196	chr1	7612279	7612740	.	462	0	0	0	0	0	0
h3k27ac_input_peak_197	chr1	7831742	7832226	.	485	24	41	38	34	62	57
h3k27ac_input_peak_198	chr1	8020887	8021462	.	576	4	4	7	4	6	7
h3k27ac_input_peak_199	chr1	8021948	8022835	.	888	176	204	236	210	216	192
h3k27ac_input_peak_200	chr1	8063147	8063526	.	380	8	16	28	15	19	24
h3k27ac_input_peak_201	chr1	8065140	8067080	.	1941	85	102	141	72	134	137
h3k27ac_input_peak_202	chr1	8071341	8071787	.	447	79	162	170	76	211	188
h3k27ac_input_peak_203	chr1	8075491	8079002	.	3512	1076	2918	2622	1301	4311	3110
h3k27ac_input_peak_204	chr1	8079272	8080087	.	816	206	522	516	235	782	730
h3k27ac_input_peak_205	chr1	8080795	8086135	.	5341	1623	3872	3801	1780	6221	5136
h3k27ac_input_peak_206	chr1	8086521	8090231	.	3711	18	28	32	20	40	39
h3k27ac_input_peak_207	chr1	8090480	8091080	.	601	0	2	3	0	3	0
h3k27ac_input_peak_208	chr1	8091514	8093539	.	2026	0	3	2	0	4	3
h3k27ac_input_peak_209	chr1	8093854	8095447	.	1594	1	3	0	1	2	1
h3k27ac_input_peak_210	chr1	8096541	8096990	.	450	1	0	0	0	0	2
h3k27ac_input_peak_211	chr1	8097222	8097707	.	486	0	0	0	0	0	0
h3k27ac_input_peak_212	chr1	8098995	8100654	.	1660	2	2	3	1	5	4
h3k27ac_input_peak_213	chr1	8100913	8102591	.	1679	2	4	2	1	5	1
h3k27ac_input_peak_214	chr1	8104088	8109193	.	5106	2	11	10	5	12	7
h3k27ac_input_peak_215	chr1	8115099	8115593	.	495	0	0	0	1	0	0
h3k27ac_input_peak_216	chr1	8116739	8117058	.	320	0	1	0	0	1	1
h3k27ac_input_peak_217	chr1	8117435	8124869	.	7435	41	120	69	46	162	127
h3k27ac_input_peak_218	chr1	8130380	8131488	.	1109	2	1	4	1	3	1
h3k27ac_input_peak_219	chr1	8132615	8133090	.	476	1	1	0	0	1	3
h3k27ac_input_peak_220	chr1	8133855	8134420	.	566	0	0	3	0	2	2
h3k27ac_input_peak_221	chr1	8134741	8141736	.	6996	50	135	110	59	216	162
h3k27ac_input_peak_222	chr1	8142063	8144731	.	2669	24	12	24	15	18	23
h3k27ac_input_peak_223	chr1	8144984	8160086	.	15103	89	96	162	80	160	175
h3k27ac_input_peak_224	chr1	8160644	8161153	.	510	1	2	1	3	1	6
h3k27ac_input_peak_225	chr1	8161677	8162244	.	568	0	0	3	2	1	4
h3k27ac_input_peak_226	chr1	8163161	8163783	.	623	0	3	7	1	2	1
h3k27ac_input_peak_227	chr1	8166524	8167267	.	744	2	1	3	1	4	5
h3k27ac_input_peak_228	chr1	8168160	8168617	.	458	0	1	4	2	1	3
h3k27ac_input_peak_229	chr1	8169117	8170271	.	1155	6	6	10	5	9	9
h3k27ac_input_peak_230	chr1	8174286	8174918	.	633	2	0	0	0	2	7
h3k27ac_input_peak_231	chr1	8175306	8182351	.	7046	25	38	38	34	71	61
h3k27ac_input_peak_232	chr1	8182635	8183748	.	1114	2	5	14	7	8	10
h3k27ac_input_peak_233	chr1	8191858	8192202	.	345	0	1	0	0	0	1
h3k27ac_input_peak_234	chr1	8192470	8201403	.	8934	9	22	14	17	30	39
h3k27ac_input_peak_235	chr1	8201790	8202177	.	388	0	1	1	0	2	2
h3k27ac_input_peak_236	chr1	8202420	8203681	.	1262	0	2	4	1	1	1
h3k27ac_input_peak_237	chr1	8204061	8204797	.	737	0	0	2	0	0	1
h3k27ac_input_peak_238	chr1	8214575	8215014	.	440	0	0	3	0	1	1
h3k27ac_input_peak_239	chr1	8216950	8217651	.	702	0	1	0	0	0	1
h3k27ac_input_peak_240	chr1	8226042	8230675	.	4634	4	10	10	13	19	14
h3k27ac_input_peak_241	chr1	8231049	8231763	.	715	0	0	0	0	0	0
h3k27ac_input_peak_242	chr1	8240343	8242549	.	2207	4	4	2	3	9	5
h3k27ac_input_peak_243	chr1	8242845	8245772	.	2928	4	13	22	14	20	31
h3k27ac_input_peak_244	chr1	8248449	8248935	.	487	0	1	0	2	1	0
h3k27ac_input_peak_245	chr1	8249760	8250049	.	290	0	1	0	0	1	0
h3k27ac_input_peak_246	chr1	8251216	8251693	.	478	0	1	2	1	2	0
h3k27ac_input_peak_247	chr1	8253078	8253587	.	510	0	0	2	0	0	0
h3k27ac_input_peak_248	chr1	8253860	8257877	.	4018	11	19	20	16	46	31
h3k27ac_input_peak_249	chr1	8258197	8265254	.	7058	51	118	106	78	162	158
h3k27ac_input_peak_250	chr1	8265791	8266677	.	887	0	1	7	1	2	7
h3k27ac_input_peak_251	chr1	8269191	8274747	.	5557	25	45	56	32	61	71
h3k27ac_input_peak_252	chr1	8275130	8278507	.	3378	5	4	5	2	8	7
h3k27ac_input_peak_253	chr1	8279626	8279938	.	313	0	0	0	1	1	0
h3k27ac_input_peak_254	chr1	8298635	8298934	.	300	2	3	2	0	3	2
h3k27ac_input_peak_255	chr1	8403285	8405372	.	2088	9	10	18	14	22	14
h3k27ac_input_peak_256	chr1	8454262	8456984	.	2723	26	23	54	25	31	35
h3k27ac_input_peak_257	chr1	8457421	8458893	.	1473	30	12	44	18	32	41
h3k27ac_input_peak_258	chr1	8472281	8473563	.	1283	13	12	26	7	15	17
h3k27ac_input_peak_259	chr1	8482510	8484891	.	2382	53	54	77	33	59	65
h3k27ac_input_peak_260	chr1	8516710	8517743	.	1034	12	11	9	5	7	6
h3k27ac_input_peak_261	chr1	8523662	8524013	.	352	1	3	6	3	10	8
h3k27ac_input_peak_262	chr1	8585417	8585956	.	540	13	18	25	11	21	6
h3k27ac_input_peak_263	chr1	8586479	8586957	.	479	3	2	13	4	2	4
h3k27ac_input_peak_264	chr1	8720571	8723499	.	2929	15	10	21	8	16	17
h3k27ac_input_peak_265	chr1	8740425	8740728	.	304	1	6	4	6	6	6
h3k27ac_input_peak_266	chr1	8741438	8741739	.	302	4	2	5	4	4	8
h3k27ac_input_peak_267	chr1	8760804	8761316	.	513	1	2	12	3	3	7
h3k27ac_input_peak_268	chr1	8761625	8763445	.	1821	22	24	46	12	32	22
h3k27ac_input_peak_269	chr1	8772251	8773294	.	1044	6	5	11	10	5	7
h3k27ac_input_peak_270	chr1	8774036	8774327	.	292	2	2	4	2	1	0
h3k27ac_input_peak_271	chr1	8876213	8877636	.	1424	21	15	31	16	29	30
h3k27ac_input_peak_272	chr1	8877973	8878899	.	927	0	3	0	0	1	1
h3k27ac_input_peak_273	chr1	8932131	8933712	.	1582	146	126	161	125	189	160
h3k27ac_input_peak_274	chr1	8933952	8934319	.	368	55	51	80	50	69	70
h3k27ac_input_peak_275	chr1	8934665	8938723	.	4059	5993	8614	7662	7550	10425	7773
h3k27ac_input_peak_276	chr1	8939054	8941648	.	2595	13	31	14	19	27	21
h3k27ac_input_peak_277	chr1	8948945	8950996	.	2052	3	9	4	4	14	3
h3k27ac_input_peak_278	chr1	8951244	8953164	.	1921	2	3	3	2	6	2
h3k27ac_input_peak_279	chr1	8953433	8954177	.	745	1	4	1	1	1	1
h3k27ac_input_peak_280	chr1	8956101	8957091	.	991	2	2	3	1	2	2
h3k27ac_input_peak_281	chr1	8957436	8957783	.	348	0	1	0	0	1	2
h3k27ac_input_peak_282	chr1	8958453	8960854	.	2402	7	18	8	5	17	9
h3k27ac_input_peak_283	chr1	8961331	8962499	.	1169	0	2	1	0	0	0
h3k27ac_input_peak_284	chr1	8962931	8964026	.	1096	2	4	2	2	7	1
h3k27ac_input_peak_285	chr1	8964237	8966557	.	2321	0	1	2	1	8	1
h3k27ac_input_peak_286	chr1	8967427	8968241	.	815	0	0	2	0	1	1
h3k27ac_input_peak_287	chr1	8968996	8969480	.	485	0	0	0	0	1	0
h3k27ac_input_peak_288	chr1	8969893	8970600	.	708	0	0	0	0	0	0
h3k27ac_input_peak_289	chr1	8971401	8972228	.	828	0	0	0	1	0	1
h3k27ac_input_peak_290	chr1	9002259	9002856	.	598	1	0	0	0	0	1
h3k27ac_input_peak_291	chr1	9045111	9046070	.	960	0	2	0	0	0	0
h3k27ac_input_peak_292	chr1	9046774	9047063	.	290	0	2	1	0	1	0
h3k27ac_input_peak_293	chr1	9188050	9189126	.	1077	20	37	48	34	53	46
h3k27ac_input_peak_294	chr1	9270670	9271230	.	561	0	0	0	0	0	0
h3k27ac_input_peak_295	chr1	9294801	9296632	.	1832	47	39	63	52	58	87
h3k27ac_input_peak_296	chr1	9296996	9297366	.	371	23	13	23	16	24	26
h3k27ac_input_peak_297	chr1	9299270	9299712	.	443	23	12	21	25	19	45
h3k27ac_input_peak_298	chr1	9336022	9336430	.	409	0	3	1	2	1	3
h3k27ac_input_peak_299	chr1	9352936	9354573	.	1638	12	22	15	18	14	16
h3k27ac_input_peak_300	chr1	9354956	9356231	.	1276	26	12	22	12	17	15
h3k27ac_input_peak_301	chr1	9358039	9359597	.	1559	53	28	41	30	37	30
h3k27ac_input_peak_302	chr1	9359882	9363215	.	3334	74	64	77	47	71	37
h3k27ac_input_peak_303	chr1	9375956	9376832	.	877	5	2	7	9	9	12
h3k27ac_input_peak_304	chr1	9377126	9378749	.	1624	12	9	19	11	13	17
h3k27ac_input_peak_305	chr1	9380321	9381380	.	1060	5	10	11	11	11	5
h3k27ac_input_peak_306	chr1	9435392	9435726	.	335	0	1	1	0	0	0
h3k27ac_input_peak_307	chr1	9460353	9460778	.	426	0	0	0	1	0	0
h3k27ac_input_peak_308	chr1	9472660	9473227	.	568	0	1	0	0	1	0
h3k27ac_input_peak_309	chr1	9473570	9474600	.	1031	0	1	0	0	2	2
h3k27ac_input_peak_310	chr1	9599656	9600290	.	635	6	1	8	3	11	7
h3k27ac_input_peak_311	chr1	9648951	9650036	.	1086	10	10	29	18	15	11
h3k27ac_input_peak_312	chr1	9826147	9826704	.	558	2	2	3	3	4	1
h3k27ac_input_peak_313	chr1	9827688	9828216	.	529	1	1	3	1	2	5
h3k27ac_input_peak_314	chr1	9882826	9884408	.	1583	43	36	38	43	61	84
h3k27ac_input_peak_315	chr1	9896688	9897053	.	366	1	0	0	0	1	2
h3k27ac_input_peak_316	chr1	9924831	9927609	.	2779	19	13	17	20	19	13
h3k27ac_input_peak_317	chr1	9935876	9936607	.	732	12	21	17	11	20	16
h3k27ac_input_peak_318	chr1	9940864	9941417	.	554	1	3	5	2	3	1
h3k27ac_input_peak_319	chr1	9942305	9942792	.	488	3	1	7	2	1	2
h3k27ac_input_peak_320	chr1	9943912	9944552	.	641	4	5	4	4	7	5
h3k27ac_input_peak_321	chr1	9948540	9950406	.	1867	25	26	28	23	25	22
h3k27ac_input_peak_322	chr1	9950742	9959039	.	8298	77	88	92	71	90	73
h3k27ac_input_peak_323	chr1	9959278	9965126	.	5849	72	83	90	43	82	56
h3k27ac_input_peak_324	chr1	9965695	9967475	.	1781	13	23	19	8	25	24
h3k27ac_input_peak_325	chr1	9968544	9970314	.	1771	14	30	21	17	28	16
h3k27ac_input_peak_326	chr1	9970724	9971289	.	566	4	1	1	2	5	1
h3k27ac_input_peak_327	chr1	10002360	10003207	.	848	86	101	108	118	141	118
h3k27ac_input_peak_328	chr1	10003694	10004035	.	342	10	12	17	12	13	11
h3k27ac_input_peak_329	chr1	10017997	10020435	.	2439	17	15	27	8	18	25
h3k27ac_input_peak_330	chr1	10089755	10090102	.	348	0	0	0	0	0	0
h3k27ac_input_peak_331	chr1	10091879	10092575	.	697	3	3	3	0	10	4
h3k27ac_input_peak_332	chr1	10093226	10094614	.	1389	149	242	241	182	280	214
h3k27ac_input_peak_333	chr1	10269489	10269956	.	468	1	0	0	0	0	0
h3k27ac_input_peak_334	chr1	10270706	10271511	.	806	5	6	10	8	7	8
h3k27ac_input_peak_335	chr1	10460920	10461277	.	358	9	4	6	5	6	4
h3k27ac_input_peak_336	chr1	10520176	10520588	.	413	26	37	57	30	36	46
h3k27ac_input_peak_337	chr1	10531762	10532425	.	664	90	158	214	127	166	167
h3k27ac_input_peak_338	chr1	10533816	10534117	.	302	1	0	1	0	0	1
h3k27ac_input_peak_339	chr1	10535022	10536234	.	1213	42	37	54	31	58	43
h3k27ac_input_peak_340	chr1	10567757	10574248	.	6492	59	42	51	36	52	54
h3k27ac_input_peak_341	chr1	10574765	10575092	.	328	2	4	8	9	5	4
h3k27ac_input_peak_342	chr1	10575696	10576139	.	444	10	4	4	6	15	3
