NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GAURNIER_PSMD4_TARGETS	GAURNIER_PSMD4_TARGETS	Details ...	71	0.78100884	2.1534617	0.0	0.0	0.0	3180	tags=38%, list=8%, signal=41%	
FARMER_BREAST_CANCER_CLUSTER_1	FARMER_BREAST_CANCER_CLUSTER_1	Details ...	48	0.83842665	2.1481586	0.0	0.0	0.0	2527	tags=44%, list=7%, signal=47%	
PHONG_TNF_TARGETS_UP	PHONG_TNF_TARGETS_UP	Details ...	63	0.7966307	2.1450663	0.0	0.0	0.0	4533	tags=71%, list=12%, signal=81%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	Details ...	451	0.66609836	2.1342275	0.0	0.0	0.0	4709	tags=46%, list=12%, signal=51%	
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	SEKI_INFLAMMATORY_RESPONSE_LPS_UP	Details ...	78	0.7650724	2.1148112	0.0	0.0	0.0	4533	tags=56%, list=12%, signal=64%	
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	Details ...	230	0.6834958	2.1101806	0.0	0.0	0.0	4603	tags=47%, list=12%, signal=52%	
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	Details ...	170	0.69125456	2.0951567	0.0	0.0	0.0	4628	tags=46%, list=12%, signal=52%	
CHANG_IMMORTALIZED_BY_HPV31_DN	CHANG_IMMORTALIZED_BY_HPV31_DN	Details ...	59	0.78979933	2.0951068	0.0	0.0	0.0	3022	tags=47%, list=8%, signal=51%	
SANA_RESPONSE_TO_IFNG_UP	SANA_RESPONSE_TO_IFNG_UP	Details ...	74	0.76139283	2.0921645	0.0	0.0	0.0	4081	tags=54%, list=10%, signal=60%	
DAUER_STAT3_TARGETS_DN	DAUER_STAT3_TARGETS_DN	Details ...	48	0.8032048	2.0908892	0.0	0.0	0.0	4237	tags=69%, list=11%, signal=77%	
REACTOME_INTERLEUKIN_10_SIGNALING	REACTOME_INTERLEUKIN_10_SIGNALING	Details ...	45	0.8167488	2.0836427	0.0	0.0	0.0	3150	tags=53%, list=8%, signal=58%	
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	Details ...	171	0.68864924	2.068106	0.0	0.0	0.0	4745	tags=41%, list=12%, signal=46%	
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	HINATA_NFKB_TARGETS_KERATINOCYTE_UP	Details ...	84	0.7376134	2.0659144	0.0	0.0	0.0	4074	tags=55%, list=10%, signal=61%	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	Details ...	29	0.86245453	2.0645866	0.0	0.0	0.0	3971	tags=72%, list=10%, signal=81%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP		183	0.686957	2.0639958	0.0	0.0	0.0	4879	tags=51%, list=13%, signal=58%	
MOSERLE_IFNA_RESPONSE	MOSERLE_IFNA_RESPONSE		31	0.8587779	2.0628347	0.0	0.0	0.0	4460	tags=87%, list=11%, signal=98%	
JAEGER_METASTASIS_DN	JAEGER_METASTASIS_DN		256	0.6642628	2.058325	0.0	0.0	0.0	4082	tags=37%, list=11%, signal=41%	
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP		74	0.7369807	2.0448678	0.0	2.9411764E-5	0.001	4485	tags=59%, list=12%, signal=67%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_2	RASHI_RESPONSE_TO_IONIZING_RADIATION_2		124	0.6986846	2.043578	0.0	2.8571427E-5	0.001	4557	tags=52%, list=12%, signal=58%	
MAHAJAN_RESPONSE_TO_IL1A_UP	MAHAJAN_RESPONSE_TO_IL1A_UP		77	0.7367781	2.0386853	0.0	2.7777776E-5	0.001	4610	tags=53%, list=12%, signal=60%	
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE		69	0.7478743	2.0353684	0.0	2.7027027E-5	0.001	6839	tags=55%, list=18%, signal=67%	
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP		375	0.64036757	2.0333693	0.0	2.6315789E-5	0.001	4662	tags=44%, list=12%, signal=50%	
MUELLER_METHYLATED_IN_GLIOBLASTOMA	MUELLER_METHYLATED_IN_GLIOBLASTOMA		43	0.80380946	2.032212	0.0	2.5641024E-5	0.001	2866	tags=47%, list=7%, signal=50%	
GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN	GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN		79	0.726687	2.030788	0.0	2.5E-5	0.001	3793	tags=47%, list=10%, signal=52%	
AIGNER_ZEB1_TARGETS	AIGNER_ZEB1_TARGETS		34	0.8378253	2.0270662	0.0	2.4390243E-5	0.001	3312	tags=79%, list=9%, signal=87%	
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP	BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP		85	0.7313939	2.0269632	0.0	2.3809522E-5	0.001	3482	tags=47%, list=9%, signal=52%	
WORSCHECH_TUMOR_REJECTION_UP	WORSCHECH_TUMOR_REJECTION_UP		60	0.7579175	2.020085	0.0	2.3255812E-5	0.001	2527	tags=37%, list=7%, signal=39%	
FURUKAWA_DUSP6_TARGETS_PCI35_UP	FURUKAWA_DUSP6_TARGETS_PCI35_UP		72	0.73953557	2.0181499	0.0	4.5274857E-5	0.002	4451	tags=51%, list=11%, signal=58%	
RICKMAN_METASTASIS_DN	RICKMAN_METASTASIS_DN		260	0.6456482	2.0155818	0.0	4.426875E-5	0.002	5594	tags=46%, list=14%, signal=54%	
ZHANG_INTERFERON_RESPONSE	ZHANG_INTERFERON_RESPONSE		24	0.8787331	2.0100653	0.0	4.3306383E-5	0.002	4271	tags=79%, list=11%, signal=89%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		54	0.7530971	1.9927717	0.0	4.238497E-5	0.002	4271	tags=37%, list=11%, signal=42%	
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION		124	0.6799635	1.9896061	0.0	6.2366074E-5	0.003	3382	tags=44%, list=9%, signal=48%	
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS		45	0.77911896	1.9878879	0.0	6.10933E-5	0.003	3377	tags=40%, list=9%, signal=44%	
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP		62	0.7344913	1.9871188	0.0	5.9871432E-5	0.003	4817	tags=56%, list=12%, signal=64%	
NAGASHIMA_NRG1_SIGNALING_UP	NAGASHIMA_NRG1_SIGNALING_UP		172	0.6585351	1.9803034	0.0	7.820171E-5	0.004	4691	tags=48%, list=12%, signal=54%	
DER_IFN_ALPHA_RESPONSE_UP	DER_IFN_ALPHA_RESPONSE_UP		74	0.7223995	1.9796649	0.0	7.669783E-5	0.004	5801	tags=57%, list=15%, signal=67%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION		259	0.6363522	1.9795191	0.0	7.52507E-5	0.004	5755	tags=35%, list=15%, signal=41%	
BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE	BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE		78	0.7182638	1.9770646	0.0	7.385717E-5	0.004	4460	tags=56%, list=11%, signal=64%	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN		144	0.67099047	1.9724842	0.0	7.251431E-5	0.004	4769	tags=45%, list=12%, signal=51%	
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS		70	0.72963804	1.966863	0.0	8.911882E-5	0.005	8977	tags=11%, list=23%, signal=15%	
NAGASHIMA_EGF_SIGNALING_UP	NAGASHIMA_EGF_SIGNALING_UP		57	0.7417314	1.9660784	0.0	1.0496558E-4	0.006	4496	tags=56%, list=12%, signal=63%	
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	LINDSTEDT_DENDRITIC_CELL_MATURATION_A		61	0.73472047	1.9639306	0.0	1.03155835E-4	0.006	2594	tags=46%, list=7%, signal=49%	
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN		51	0.75156254	1.9633423	0.0	1.0140742E-4	0.006	3290	tags=55%, list=8%, signal=60%	
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN		36	0.8054626	1.9591658	0.0	1.4970993E-4	0.009	4319	tags=64%, list=11%, signal=72%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP		156	0.65335494	1.9587215	0.0	1.4725566E-4	0.009	3373	tags=40%, list=9%, signal=44%	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP		82	0.7094333	1.9584923	0.0	1.4488057E-4	0.009	4400	tags=50%, list=11%, signal=56%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP		194	0.6421679	1.9559628	0.0	1.4258087E-4	0.009	5162	tags=45%, list=13%, signal=51%	
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	PHONG_TNF_RESPONSE_VIA_P38_PARTIAL		163	0.6545595	1.9527308	0.0	1.4035306E-4	0.009	4533	tags=48%, list=12%, signal=55%	
DAUER_STAT3_TARGETS_UP	DAUER_STAT3_TARGETS_UP		48	0.7709398	1.9512901	0.0	1.3819378E-4	0.009	4075	tags=63%, list=10%, signal=70%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2		175	0.63792783	1.9444	0.0	1.511758E-4	0.01	3634	tags=44%, list=9%, signal=48%	
ONDER_CDH1_TARGETS_3_DN	ONDER_CDH1_TARGETS_3_DN		59	0.7314067	1.942899	0.0	1.4891944E-4	0.01	5903	tags=54%, list=15%, signal=64%	
PRAMOONJAGO_SOX4_TARGETS_UP	PRAMOONJAGO_SOX4_TARGETS_UP		52	0.73987675	1.9425687	0.0	1.4672946E-4	0.01	4569	tags=58%, list=12%, signal=65%	
AMIT_EGF_RESPONSE_40_HELA	AMIT_EGF_RESPONSE_40_HELA		42	0.7756102	1.9419335	0.0	1.4460293E-4	0.01	2948	tags=52%, list=8%, signal=57%	
ZHU_CMV_8_HR_UP	ZHU_CMV_8_HR_UP		41	0.77212703	1.9400996	0.0	1.4253719E-4	0.01	4367	tags=63%, list=11%, signal=71%	
GHANDHI_BYSTANDER_IRRADIATION_UP	GHANDHI_BYSTANDER_IRRADIATION_UP		84	0.6936177	1.9390352	0.0	1.4052962E-4	0.01	4931	tags=48%, list=13%, signal=54%	
MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	MIKKELSEN_MCV6_LCP_WITH_H3K4ME3		163	0.64280987	1.9360155	0.0	1.5245851E-4	0.011	4505	tags=42%, list=12%, signal=48%	
EINAV_INTERFERON_SIGNATURE_IN_CANCER	EINAV_INTERFERON_SIGNATURE_IN_CANCER		27	0.8230053	1.9349289	0.0	1.5037003E-4	0.011	4557	tags=67%, list=12%, signal=75%	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN		32	0.80266327	1.9330319	0.0014858841	1.48338E-4	0.011	2100	tags=41%, list=5%, signal=43%	
WINZEN_DEGRADED_VIA_KHSRP	WINZEN_DEGRADED_VIA_KHSRP		100	0.67325795	1.9312077	0.0	1.5970925E-4	0.012	4444	tags=49%, list=11%, signal=55%	
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES		57	0.7298504	1.9307963	0.0	1.5760782E-4	0.012	3180	tags=30%, list=8%, signal=32%	
TIAN_TNF_SIGNALING_VIA_NFKB	TIAN_TNF_SIGNALING_VIA_NFKB		26	0.83043915	1.9291067	0.0	1.6851356E-4	0.013	3718	tags=81%, list=10%, signal=89%	
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING		35	0.79788375	1.9284402	0.0	1.6635314E-4	0.013	1262	tags=40%, list=3%, signal=41%	
BROWNE_HCMV_INFECTION_2HR_UP	BROWNE_HCMV_INFECTION_2HR_UP		40	0.77829504	1.9267492	0.0	1.6424741E-4	0.013	3708	tags=60%, list=10%, signal=66%	
DIRMEIER_LMP1_RESPONSE_EARLY	DIRMEIER_LMP1_RESPONSE_EARLY		62	0.73726946	1.9266989	0.0	1.6219432E-4	0.013	4296	tags=60%, list=11%, signal=67%	
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP		162	0.6395248	1.9212835	0.0	1.7262567E-4	0.014	4882	tags=36%, list=13%, signal=41%	
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY	WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY		60	0.72590226	1.9185482	0.0	1.827192E-4	0.015	5099	tags=50%, list=13%, signal=57%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		71	0.7140203	1.9164	0.0	1.8051776E-4	0.015	5099	tags=41%, list=13%, signal=47%	
WP_CYTOSOLIC_DNASENSING_PATHWAY	WP_CYTOSOLIC_DNASENSING_PATHWAY		72	0.70740944	1.914471	0.0	1.9025945E-4	0.016	4271	tags=33%, list=11%, signal=37%	
REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING		91	0.67859524	1.9109037	0.0	1.880211E-4	0.016	5801	tags=45%, list=15%, signal=53%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP		261	0.6144998	1.9091383	0.0	1.9775475E-4	0.017	4933	tags=33%, list=13%, signal=37%	
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP	BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP		294	0.60690975	1.9091029	0.0	1.954817E-4	0.017	4554	tags=38%, list=12%, signal=43%	
RODRIGUES_NTN1_TARGETS_DN	RODRIGUES_NTN1_TARGETS_DN		159	0.63831544	1.90415	0.0	2.2742839E-4	0.02	4890	tags=40%, list=13%, signal=45%	
GU_PDEF_TARGETS_DN	GU_PDEF_TARGETS_DN		40	0.76088494	1.8989584	0.0	2.3616897E-4	0.021	4993	tags=50%, list=13%, signal=57%	
WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY		143	0.63776225	1.8988112	0.0	2.3354488E-4	0.021	4335	tags=32%, list=11%, signal=36%	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP		134	0.649511	1.896446	0.0	2.5274785E-4	0.023	4660	tags=42%, list=12%, signal=47%	
PHONG_TNF_RESPONSE_NOT_VIA_P38	PHONG_TNF_RESPONSE_NOT_VIA_P38		341	0.6006926	1.8941686	0.0	2.7186924E-4	0.025	4871	tags=43%, list=13%, signal=48%	
BASSO_CD40_SIGNALING_UP	BASSO_CD40_SIGNALING_UP		102	0.66126746	1.8940394	0.0	2.689459E-4	0.025	4448	tags=43%, list=11%, signal=49%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		102	0.66032904	1.8938258	0.0	2.660848E-4	0.025	4271	tags=34%, list=11%, signal=38%	
AMIT_EGF_RESPONSE_120_HELA	AMIT_EGF_RESPONSE_120_HELA		68	0.6996007	1.891258	0.0	3.1613154E-4	0.03	4691	tags=51%, list=12%, signal=58%	
REACTOME_DECTIN_2_FAMILY	REACTOME_DECTIN_2_FAMILY		26	0.8244327	1.8909471	0.0	3.2327365E-4	0.031	1285	tags=31%, list=3%, signal=32%	
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY		103	0.6592918	1.8848035	0.0	3.405186E-4	0.033	4271	tags=34%, list=11%, signal=38%	
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE		113	0.6492842	1.8828831	0.0	3.4709665E-4	0.034	7173	tags=23%, list=18%, signal=28%	
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN		105	0.6540952	1.8821412	0.0	3.4359063E-4	0.034	4800	tags=44%, list=12%, signal=50%	
PID_IL23_PATHWAY	PID_IL23_PATHWAY		37	0.7584859	1.8820589	0.0	3.4015471E-4	0.034	3150	tags=41%, list=8%, signal=44%	
SAGIV_CD24_TARGETS_DN	SAGIV_CD24_TARGETS_DN		45	0.74065465	1.8815894	0.0	3.3678685E-4	0.034	4350	tags=51%, list=11%, signal=57%	
WANG_TNF_TARGETS	WANG_TNF_TARGETS		24	0.83436036	1.8807254	0.0	3.3348502E-4	0.034	2118	tags=46%, list=5%, signal=48%	
GROSS_HYPOXIA_VIA_ELK3_DN	GROSS_HYPOXIA_VIA_ELK3_DN		157	0.62994075	1.8803756	0.0	3.302473E-4	0.034	4783	tags=41%, list=12%, signal=47%	
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP		268	0.5976812	1.8788607	0.0	3.3670143E-4	0.035	5469	tags=42%, list=14%, signal=49%	
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT		107	0.6498628	1.8778645	0.0	3.6195735E-4	0.038	5264	tags=47%, list=14%, signal=54%	
WP_LUNG_FIBROSIS	WP_LUNG_FIBROSIS		63	0.70531076	1.8760947	0.0	3.7728396E-4	0.04	3180	tags=37%, list=8%, signal=40%	
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP	MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP		128	0.63540083	1.8731594	0.0	3.8312312E-4	0.041	5748	tags=45%, list=15%, signal=52%	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING		111	0.6453249	1.8694011	0.0	4.8182762E-4	0.052	5556	tags=46%, list=14%, signal=53%	
DASU_IL6_SIGNALING_UP	DASU_IL6_SIGNALING_UP		61	0.69854665	1.8679335	0.0	4.958538E-4	0.054	4851	tags=54%, list=12%, signal=62%	
ZHOU_INFLAMMATORY_RESPONSE_LPS_UP	ZHOU_INFLAMMATORY_RESPONSE_LPS_UP		405	0.5887152	1.8675644	0.0	5.0040486E-4	0.055	4835	tags=34%, list=12%, signal=39%	
ELVIDGE_HIF1A_TARGETS_DN	ELVIDGE_HIF1A_TARGETS_DN		92	0.6611715	1.8652118	0.0	5.319734E-4	0.059	4604	tags=45%, list=12%, signal=50%	
UROSEVIC_RESPONSE_TO_IMIQUIMOD	UROSEVIC_RESPONSE_TO_IMIQUIMOD		19	0.874192	1.8651893	0.0	5.2722363E-4	0.059	4081	tags=89%, list=10%, signal=100%	
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS		56	0.7014229	1.8616158	0.0	5.843913E-4	0.066	2832	tags=32%, list=7%, signal=35%	
NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	NIKOLSKY_BREAST_CANCER_16P13_AMPLICON		119	0.6437082	1.8611158	0.0	5.880138E-4	0.067	9279	tags=62%, list=24%, signal=81%	
WIERENGA_STAT5A_TARGETS_GROUP2	WIERENGA_STAT5A_TARGETS_GROUP2		54	0.707238	1.8604774	0.0	6.0032913E-4	0.069	3102	tags=46%, list=8%, signal=50%	
WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY	WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY		31	0.7724381	1.8560829	0.0	6.724498E-4	0.078	4271	tags=35%, list=11%, signal=40%	
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS_		17	0.86936516	1.8535321	0.0	6.9254194E-4	0.081	1273	tags=35%, list=3%, signal=36%	
RADAEVA_RESPONSE_TO_IFNA1_UP	RADAEVA_RESPONSE_TO_IFNA1_UP		47	0.7228996	1.8522022	0.0	7.1202737E-4	0.084	3971	tags=49%, list=10%, signal=54%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		82	0.66692805	1.8517905	0.0	7.0604397E-4	0.084	8614	tags=54%, list=22%, signal=69%	
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN		400	0.57993084	1.8514888	0.0	7.001603E-4	0.084	4436	tags=36%, list=11%, signal=40%	
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	GROSS_HYPOXIA_VIA_ELK3_ONLY_UP		34	0.75519073	1.8514647	0.0	6.943738E-4	0.084	5737	tags=71%, list=15%, signal=83%	
ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP	ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP		448	0.5743782	1.849135	0.0	7.37935E-4	0.09	4745	tags=33%, list=12%, signal=37%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP		117	0.63579994	1.8431312	0.0	8.296155E-4	0.102	4455	tags=33%, list=11%, signal=38%	
