NAME	TITLE	SCORE	
OAS1	2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]	2.9127743	
PRSS1	serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475]	2.9122205	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	2.9105985	
FAM189A2	family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]	2.9060783	
CTSE	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]	2.9005458	
ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]	2.8991835	
ITGB2-AS1	ITGB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44304]	2.8956628	
STX11	syntaxin 11 [Source:HGNC Symbol;Acc:HGNC:11429]	2.8744483	
IL20RA	interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]	2.8644996	
CLSTN3	calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]	2.8623507	
RAB17	RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]	2.8579443	
MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	2.8454366	
MMP7	matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]	2.8426971	
ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]	2.8373778	
CD7	CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]	2.822583	
C1QTNF1	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]	2.821416	
GRAMD2A	GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]	2.819343	
HCP5	HLA complex P5 [Source:HGNC Symbol;Acc:HGNC:21659]	2.8144488	
KCNH5	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	2.8076577	
