NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	97	0.51690114	1.4724481	0.004511278	0.01812653	0.167	4808	tags=31%, list=12%, signal=35%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	113	0.4995736	1.4700668	0.0028530671	0.017262548	0.171	9843	tags=44%, list=25%, signal=59%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	0.5493941	1.4585739	0.020700637	0.018742494	0.198	4862	tags=31%, list=13%, signal=36%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	200	0.4646913	1.4454923	0.004249292	0.021891337	0.246	4630	tags=25%, list=12%, signal=28%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.46162236	1.4388219	0.00405954	0.02168491	0.254	8843	tags=45%, list=23%, signal=57%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	100	0.50002915	1.4386979	0.010479042	0.020480193	0.254	4867	tags=30%, list=13%, signal=34%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	200	0.46443322	1.4360757	0.0014084507	0.019809287	0.257	4803	tags=26%, list=12%, signal=30%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	0.49394655	1.4178655	0.011477762	0.024130238	0.316	9455	tags=51%, list=24%, signal=68%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	158	0.46143717	1.4118161	0.007002801	0.024608651	0.332	4927	tags=28%, list=13%, signal=32%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	137	0.46937796	1.4114131	0.014367816	0.023735678	0.334	4065	tags=26%, list=10%, signal=29%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	200	0.45594558	1.4050183	0.00807537	0.024296314	0.352	9220	tags=45%, list=24%, signal=59%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	198	0.43486607	1.3478228	0.024691358	0.047937196	0.606	3767	tags=27%, list=10%, signal=30%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.44555673	1.3340393	0.028612303	0.0544419	0.669	4872	tags=29%, list=13%, signal=33%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	95	0.462746	1.3192997	0.04360465	0.060664997	0.727	9500	tags=58%, list=24%, signal=76%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	200	0.42226845	1.3156003	0.01759134	0.06053723	0.74	4727	tags=29%, list=12%, signal=33%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	49	0.48817998	1.266784	0.10815047	0.09682126	0.908	6939	tags=35%, list=18%, signal=42%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	200	0.4082703	1.2655096	0.045333333	0.09505073	0.911	7686	tags=31%, list=20%, signal=38%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	200	0.40372795	1.2461516	0.04908836	0.11007603	0.945	9382	tags=43%, list=24%, signal=56%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	0.3953683	1.2310096	0.06310014	0.1238075	0.959	2172	tags=17%, list=6%, signal=18%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		200	0.38661894	1.1990184	0.08207934	0.1601396	0.989	8893	tags=40%, list=23%, signal=51%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		199	0.378432	1.1791036	0.09712722	0.18244253	0.994	10691	tags=45%, list=28%, signal=62%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	0.4743314	1.1612374	0.23701298	0.20488687	0.997	4860	tags=28%, list=13%, signal=32%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		112	0.3961749	1.1544621	0.16642335	0.2101097	0.997	7421	tags=34%, list=19%, signal=42%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		199	0.37370777	1.1519623	0.17029972	0.20800437	0.998	3724	tags=25%, list=10%, signal=27%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		104	0.3784672	1.0929512	0.268546	0.31074387	1.0	7489	tags=33%, list=19%, signal=40%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		158	0.33606854	1.0149254	0.42215988	0.49381325	1.0	7609	tags=28%, list=20%, signal=35%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		36	0.4069835	1.0065265	0.4557377	0.50459033	1.0	3600	tags=28%, list=9%, signal=31%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	0.41142225	0.973988	0.49333334	0.5800074	1.0	3560	tags=28%, list=9%, signal=31%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		40	0.3831134	0.9519432	0.5336617	0.6281414	1.0	3541	tags=15%, list=9%, signal=16%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	0.35736892	0.90047073	0.63064516	0.75859314	1.0	2872	tags=18%, list=7%, signal=20%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	0.25104615	0.7823286	0.98804784	0.9958977	1.0	8549	tags=32%, list=22%, signal=41%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		150	0.24681444	0.74332786	0.9956332	1.0	1.0	9122	tags=34%, list=23%, signal=44%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2		58	0.22335601	0.590134	1.0	0.99981093	1.0	11574	tags=52%, list=30%, signal=74%	
