NAME	TITLE	SCORE	
CKMT1B	creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]	3.4535408	
HNRNPA3P10	heterogeneous nuclear ribonucleoprotein A3 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:48756]	3.4535408	
PTGS1	prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]	3.449698	
RNU6ATAC38P	RNA, U6atac small nuclear 38, pseudogene [Source:HGNC Symbol;Acc:HGNC:46937]	3.4477704	
RAB37	RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]	3.4376323	
SPINT1	serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]	3.4361649	
TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]	3.4358592	
TSPAN13	tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]	3.4226074	
ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	3.4202569	
ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]	3.3944488	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	3.3716407	
CD180	CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]	3.3667789	
FUT2	fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4013]	3.3515124	
GPRIN2	G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730]	3.3333013	
ARHGEF16	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]	3.329394	
ALPP	alkaline phosphatase, placental [Source:HGNC Symbol;Acc:HGNC:439]	3.3277001	
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	3.3180416	
DMKN	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	3.314119	
CD3D	CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]	3.3115664	
ARC	activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]	3.3093884	
H19	H19 imprinted maternally expressed transcript [Source:HGNC Symbol;Acc:HGNC:4713]	3.305593	
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]	3.3033013	
DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	3.29212	
GRHL3	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]	3.289793	
C5AR2	complement component 5a receptor 2 [Source:HGNC Symbol;Acc:HGNC:4527]	3.2790413	
ELF3	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]	3.2723403	
SLC34A2	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]	3.2639341	
HK3	hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]	3.2639341	
CEACAM6	CEA cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]	3.2639341	
PDZK1P1	PDZ domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31974]	3.2639341	
MUC2	mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7512]	3.2639341	
MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]	3.2639341	
LINC02392	long intergenic non-protein coding RNA 2392 [Source:HGNC Symbol;Acc:HGNC:53319]	3.2639341	
IRF4	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]	3.2639341	
SEPTIN7P3	septin 7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38038]	3.2639341	
RNF183	ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]	3.2639341	
TMPRSS6	transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]	3.2639341	
RN7SL678P	RNA, 7SL, cytoplasmic 678, pseudogene [Source:HGNC Symbol;Acc:HGNC:46694]	3.2639341	
RPS26P8	ribosomal protein S26 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31329]	3.2639341	
NPPB	natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]	3.2639341	
RPS15AP36	ribosomal protein S15a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:36803]	3.2639341	
COX7B2	cytochrome c oxidase subunit 7B2 [Source:HGNC Symbol;Acc:HGNC:24381]	3.2639341	
LINC01220	long intergenic non-protein coding RNA 1220 [Source:HGNC Symbol;Acc:HGNC:49664]	3.2639341	
C5orf47	chromosome 5 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:27026]	3.2639341	
LINC01127	long intergenic non-protein coding RNA 1127 [Source:HGNC Symbol;Acc:HGNC:49292]	3.2639341	
LINC01121	long intergenic non-protein coding RNA 1121 [Source:HGNC Symbol;Acc:HGNC:49266]	3.2639341	
SCEL-AS1	SCEL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39895]	3.2639341	
OR10H1	olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172]	3.2639341	
GTF2IP9	general transcription factor IIi pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:51721]	3.2639341	
MTND5P31	MT-ND5 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:42293]	3.256894	
LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]	3.2559516	
TSPAN1	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	3.2530522	
RAB17	RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]	3.2489388	
RTN4RL1	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]	3.2415974	
MTCO1P27	MT-CO1 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:52092]	3.2316391	
LINC01764	long intergenic non-protein coding RNA 1764 [Source:HGNC Symbol;Acc:HGNC:52553]	3.2164435	
MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	3.201253	
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]	3.1837862	
FGFBP1	fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]	3.1722603	
METRNL	meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]	3.1702914	
ZDHHC8P1	ZDHHC8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26461]	3.1649728	
S1PR4	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	3.1426826	
NFATC4	nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]	3.111766	
SPTB	spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]	3.109498	
C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	3.1005816	
IER5L	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]	3.1002839	
SULT1C2	sulfotransferase family 1C member 2 [Source:HGNC Symbol;Acc:HGNC:11456]	3.0982997	
CAPN9	calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]	3.0963652	
CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	3.0883849	
FAM83H	family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]	3.0836537	
CYP2W1	cytochrome P450 family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:20243]	3.0803263	
UNC13A	unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]	3.0590093	
OAS1	2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]	3.0576372	
B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]	3.0423794	
PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]	3.0125897	
CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	3.0124104	
CTSE	cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]	3.0053005	
AQP1	aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]	2.9980876	
ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	2.9968615	
GPRC5C	G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]	2.9922538	
EMILIN3	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]	2.9744594	
KIAA1614-AS1	KIAA1614 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50644]	2.9744594	
CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	2.9643831	
CGN	cingulin [Source:HGNC Symbol;Acc:HGNC:17429]	2.9605336	
LINC02474	long intergenic non-protein coding RNA 2474 [Source:HGNC Symbol;Acc:HGNC:53417]	2.9598534	
HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]	2.9502676	
MEIS3	Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]	2.9455843	
PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	2.9439793	
IQANK1	IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576]	2.9301138	
MMP28	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]	2.9188523	
PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	2.905637	
TNFSF9	TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]	2.8986359	
SH2D3A	SH2 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16885]	2.892836	
ADAP2	ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]	2.8885162	
ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]	2.8843124	
SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]	2.8803108	
LINC02747	long intergenic non-protein coding RNA 2747 [Source:HGNC Symbol;Acc:HGNC:54266]	2.8695104	
MMP15	matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]	2.8671162	
FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	2.86617	
AGR2	anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]	2.8618088	
GRB14	growth factor receptor bound protein 14 [Source:HGNC Symbol;Acc:HGNC:4565]	2.8502195	
SLC6A20	solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]	2.8495712	
LRG1	leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]	2.8437972	
ACOXL	acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621]	2.8418646	
ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]	2.841267	
KCNQ3	potassium voltage-gated channel subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:6297]	2.8318257	
LINC01133	long intergenic non-protein coding RNA 1133 [Source:HGNC Symbol;Acc:HGNC:49447]	2.829731	
N4BP3	NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]	2.8262715	
FAM189A2	family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]	2.823362	
IGFL1P1	IGF like family member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32956]	2.8228583	
SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	2.8191702	
MSLNL	mesothelin like [Source:HGNC Symbol;Acc:HGNC:14170]	2.818692	
TMC5	transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]	2.8184636	
HOOK1	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	2.8180602	
NR4A1	nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]	2.8156364	
MCF2L	MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576]	2.8101625	
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	2.8035533	
CRTAM	cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313]	2.7981298	
MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]	2.798008	
TMEM182	transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]	2.7955697	
JAG2	jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]	2.7848008	
COL1A1	collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]	2.7817001	
C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	2.7761765	
FUT3	fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]	2.7698615	
PAX5	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	2.7667124	
BDKRB2	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	2.7660165	
RTL3	retrotransposon Gag like 3 [Source:HGNC Symbol;Acc:HGNC:22997]	2.7601943	
ZNF114	zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]	2.7479267	
HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]	2.7445807	
ESRP1	epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]	2.7435079	
SEL1L3	SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108]	2.738422	
ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	2.7379272	
ZBTB7C	zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700]	2.730693	
PDGFB	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]	2.7276635	
GBP5	guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]	2.7207553	
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	2.712256	
GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	2.7070253	
RASSF9	Ras association domain family member 9 [Source:HGNC Symbol;Acc:HGNC:15739]	2.7055688	
TNS4	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	2.7020779	
TAL2	TAL bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11557]	2.696021	
SLC44A2	solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	2.683898	
TNFSF18	TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932]	2.6725023	
SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	2.6704798	
CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	2.6699553	
IPCEF1	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]	2.6497161	
GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]	2.6491303	
CDS1	CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]	2.6473012	
TMEM139	transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]	2.6411307	
RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]	2.6353288	
MDK	midkine [Source:HGNC Symbol;Acc:HGNC:6972]	2.6310177	
NLRP10	NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464]	2.6297047	
KRT16P6	keratin 16 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50719]	2.628556	
SIDT1	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]	2.624428	
VGLL3	vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]	2.622583	
CD24P4	CD24 molecule pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1649]	2.6196058	
DHRS9	dehydrogenase/reductase 9 [Source:HGNC Symbol;Acc:HGNC:16888]	2.6172397	
PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]	2.615977	
TEX29	testis expressed 29 [Source:HGNC Symbol;Acc:HGNC:20370]	2.613485	
MYO18B	myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150]	2.613485	
CGB5	chorionic gonadotropin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:16452]	2.613485	
