NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KONG_E2F3_TARGETS	KONG_E2F3_TARGETS	Details ...	97	-0.6644713	-2.0199158	0.0	7.8628026E-4	0.016	7897	tags=74%, list=20%, signal=93%	
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	Details ...	70	-0.68551356	-2.006308	0.0	0.0010842829	0.024	6399	tags=54%, list=16%, signal=65%	
REACTOME_CHROMOSOME_MAINTENANCE	REACTOME_CHROMOSOME_MAINTENANCE	Details ...	136	-0.60808676	-2.0012724	0.0	0.0010862354	0.025	8877	tags=60%, list=23%, signal=77%	
LEE_EARLY_T_LYMPHOCYTE_UP	LEE_EARLY_T_LYMPHOCYTE_UP	Details ...	107	-0.63808286	-1.9934299	0.0	0.0011287779	0.028	6722	tags=62%, list=17%, signal=74%	
REACTOME_MEIOTIC_RECOMBINATION	REACTOME_MEIOTIC_RECOMBINATION	Details ...	83	-0.6507347	-1.9897364	0.0	0.0010535261	0.028	6208	tags=51%, list=16%, signal=60%	
PUJANA_BRCA_CENTERED_NETWORK	PUJANA_BRCA_CENTERED_NETWORK	Details ...	118	-0.62643874	-1.9826767	0.0	0.0011882695	0.034	8703	tags=66%, list=22%, signal=85%	
ZHAN_MULTIPLE_MYELOMA_PR_UP	ZHAN_MULTIPLE_MYELOMA_PR_UP	Details ...	45	-0.72379786	-1.9625245	0.0	0.0015335795	0.046	7879	tags=82%, list=20%, signal=103%	
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	Details ...	89	-0.6350782	-1.9395244	0.0	0.0021721555	0.07	8584	tags=78%, list=22%, signal=99%	
WHITEFORD_PEDIATRIC_CANCER_MARKERS	WHITEFORD_PEDIATRIC_CANCER_MARKERS	Details ...	116	-0.61132413	-1.939477	0.0	0.0020578315	0.07	7136	tags=62%, list=18%, signal=76%	
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	Details ...	64	-0.6681494	-1.9287052	0.0	0.0022841159	0.081	6108	tags=48%, list=16%, signal=57%	
KAMMINGA_EZH2_TARGETS	KAMMINGA_EZH2_TARGETS	Details ...	41	-0.737523	-1.9271599	0.0	0.0022277585	0.083	8140	tags=80%, list=21%, signal=102%	
REACTOME_MEIOSIS	REACTOME_MEIOSIS	Details ...	115	-0.60706353	-1.9244391	0.0	0.0021767535	0.085	8082	tags=54%, list=21%, signal=68%	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	Details ...	126	-0.59740144	-1.923924	0.0	0.00210565	0.086	7454	tags=67%, list=19%, signal=83%	
CROONQUIST_NRAS_SIGNALING_DN	CROONQUIST_NRAS_SIGNALING_DN	Details ...	70	-0.6562557	-1.9226034	0.0	0.0020866373	0.089	8877	tags=86%, list=23%, signal=111%	
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	Details ...	152	-0.5869131	-1.9211011	0.0	0.002154889	0.095	7256	tags=59%, list=19%, signal=72%	
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	Details ...	69	-0.65410817	-1.9131768	0.0	0.0024477623	0.111	6108	tags=51%, list=16%, signal=60%	
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	Details ...	187	-0.5607285	-1.9123331	0.0	0.0023974304	0.112	7665	tags=64%, list=20%, signal=79%	
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	WINNEPENNINCKX_MELANOMA_METASTASIS_UP	Details ...	162	-0.576948	-1.9108608	0.0	0.002330861	0.113	8333	tags=56%, list=21%, signal=71%	
ISHIDA_E2F_TARGETS	ISHIDA_E2F_TARGETS	Details ...	51	-0.6832924	-1.9107195	0.0	0.0022691994	0.114	8088	tags=73%, list=21%, signal=91%	
TANG_SENESCENCE_TP53_TARGETS_DN	TANG_SENESCENCE_TP53_TARGETS_DN	Details ...	56	-0.66035056	-1.9079442	0.0	0.0023564838	0.123	3689	tags=59%, list=9%, signal=65%	
YU_MYC_TARGETS_UP	YU_MYC_TARGETS_UP		43	-0.6962575	-1.9031549	0.0	0.002544244	0.138	7136	tags=60%, list=18%, signal=74%	
KAUFFMANN_MELANOMA_RELAPSE_UP	KAUFFMANN_MELANOMA_RELAPSE_UP		61	-0.6613439	-1.8887738	0.0	0.0033130015	0.179	8244	tags=66%, list=21%, signal=83%	
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION		72	-0.63462317	-1.8861003	0.0	0.0033939877	0.188	6413	tags=47%, list=16%, signal=56%	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR		162	-0.56149143	-1.8727651	0.0	0.0041699107	0.234	8888	tags=54%, list=23%, signal=69%	
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT		91	-0.5993896	-1.8625127	0.0	0.004842734	0.272	7768	tags=53%, list=20%, signal=66%	
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP		184	-0.5489502	-1.8497548	0.0	0.0060369517	0.343	8584	tags=64%, list=22%, signal=81%	
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	MISSIAGLIA_REGULATED_BY_METHYLATION_DN		122	-0.57822037	-1.8475312	0.0	0.006110052	0.352	8576	tags=72%, list=22%, signal=92%	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN		58	-0.6492983	-1.8464448	0.0	0.0060645803	0.359	6459	tags=67%, list=17%, signal=81%	
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP		145	-0.5600977	-1.8445818	0.0	0.0060345302	0.365	8275	tags=56%, list=21%, signal=71%	
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN		163	-0.5580586	-1.8421172	0.0	0.0062119924	0.38	8693	tags=56%, list=22%, signal=72%	
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS		288	-0.5217329	-1.8412409	0.0	0.0061400146	0.385	8744	tags=50%, list=22%, signal=64%	
PUJANA_BRCA2_PCC_NETWORK	PUJANA_BRCA2_PCC_NETWORK		424	-0.505127	-1.8408002	0.0	0.0060328953	0.388	8703	tags=56%, list=22%, signal=72%	
REACTOME_DNA_STRAND_ELONGATION	REACTOME_DNA_STRAND_ELONGATION		32	-0.72358036	-1.8334804	0.0	0.006588382	0.417	10328	tags=91%, list=27%, signal=123%	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN		46	-0.6718117	-1.832658	0.0	0.0065118396	0.42	8650	tags=78%, list=22%, signal=101%	
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS		37	-0.6894575	-1.829063	0.0	0.0066917427	0.435	10117	tags=81%, list=26%, signal=110%	
REICHERT_MITOSIS_LIN9_TARGETS	REICHERT_MITOSIS_LIN9_TARGETS		27	-0.75079983	-1.8193102	0.0	0.007444528	0.474	3671	tags=63%, list=9%, signal=69%	
REACTOME_DNA_METHYLATION	REACTOME_DNA_METHYLATION		61	-0.63670605	-1.815833	0.0	0.007737949	0.494	6108	tags=51%, list=16%, signal=60%	
REACTOME_DIGESTION	REACTOME_DIGESTION		23	-0.7773641	-1.8149313	0.0	0.007655745	0.498	8063	tags=35%, list=21%, signal=44%	
LI_WILMS_TUMOR_ANAPLASTIC_UP	LI_WILMS_TUMOR_ANAPLASTIC_UP		17	-0.819789	-1.8132579	0.0	0.0076983953	0.505	3909	tags=76%, list=10%, signal=85%	
SONG_TARGETS_OF_IE86_CMV_PROTEIN	SONG_TARGETS_OF_IE86_CMV_PROTEIN		55	-0.6383374	-1.8123142	0.0	0.007706253	0.509	9434	tags=76%, list=24%, signal=101%	
REACTOME_HOMOLOGY_DIRECTED_REPAIR	REACTOME_HOMOLOGY_DIRECTED_REPAIR		134	-0.5562864	-1.808962	0.0	0.008045867	0.534	8565	tags=54%, list=22%, signal=69%	
REACTOME_G2_M_CHECKPOINTS	REACTOME_G2_M_CHECKPOINTS		164	-0.5464215	-1.8055509	0.0	0.008415237	0.562	10462	tags=60%, list=27%, signal=81%	
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP		163	-0.547023	-1.8054893	0.0	0.008276882	0.563	8283	tags=58%, list=21%, signal=74%	
REACTOME_TELOMERE_MAINTENANCE	REACTOME_TELOMERE_MAINTENANCE		109	-0.5690351	-1.804432	0.0035587188	0.008274727	0.571	8114	tags=51%, list=21%, signal=65%	
REACTOME_MEIOTIC_SYNAPSIS	REACTOME_MEIOTIC_SYNAPSIS		75	-0.60414195	-1.8026326	0.0	0.008241537	0.576	7294	tags=51%, list=19%, signal=62%	
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP		323	-0.5034025	-1.8003567	0.0	0.0083362935	0.589	7760	tags=63%, list=20%, signal=77%	
FARMER_BREAST_CANCER_CLUSTER_2	FARMER_BREAST_CANCER_CLUSTER_2		33	-0.70318377	-1.7976024	0.0	0.008608518	0.604	3548	tags=70%, list=9%, signal=77%	
MORI_IMMATURE_B_LYMPHOCYTE_DN	MORI_IMMATURE_B_LYMPHOCYTE_DN		91	-0.5885729	-1.7964219	0.0	0.0086297635	0.612	8997	tags=65%, list=23%, signal=84%	
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES		90	-0.58514833	-1.7951355	0.0	0.008676019	0.619	8097	tags=50%, list=21%, signal=63%	
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE		42	-0.6641393	-1.792048	0.0	0.009028459	0.639	8029	tags=69%, list=21%, signal=87%	
FISCHER_G2_M_CELL_CYCLE	FISCHER_G2_M_CELL_CYCLE		236	-0.51680773	-1.7894486	0.0	0.009307641	0.659	8158	tags=59%, list=21%, signal=75%	
BENPORATH_PROLIFERATION	BENPORATH_PROLIFERATION		147	-0.5502821	-1.7883434	0.0	0.009332834	0.665	8735	tags=58%, list=22%, signal=74%	
REACTOME_MITOTIC_PROMETAPHASE	REACTOME_MITOTIC_PROMETAPHASE		203	-0.5275857	-1.7877456	0.0	0.009270219	0.668	8518	tags=54%, list=22%, signal=69%	
REACTOME_M_PHASE	REACTOME_M_PHASE		413	-0.48473382	-1.7785294	0.0	0.010431842	0.712	9358	tags=51%, list=24%, signal=67%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS		103	-0.5721438	-1.7724684	0.0	0.011347848	0.747	8924	tags=59%, list=23%, signal=77%	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX		33	-0.6823538	-1.7700346	0.0	0.011522628	0.76	10113	tags=85%, list=26%, signal=115%	
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION		36	-0.6826551	-1.7657934	0.0	0.012161791	0.778	10328	tags=86%, list=27%, signal=117%	
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	MORI_LARGE_PRE_BII_LYMPHOCYTE_UP		88	-0.5734123	-1.7646544	0.0	0.012254944	0.781	8997	tags=63%, list=23%, signal=81%	
ODONNELL_TFRC_TARGETS_DN	ODONNELL_TFRC_TARGETS_DN		136	-0.5362281	-1.76187	0.0	0.012619534	0.794	7595	tags=59%, list=20%, signal=73%	
MANALO_HYPOXIA_DN	MANALO_HYPOXIA_DN		291	-0.49612027	-1.7561984	0.0	0.01355413	0.823	10618	tags=62%, list=27%, signal=85%	
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS		94	-0.57600003	-1.7555567	0.0	0.01345548	0.825	7665	tags=51%, list=20%, signal=63%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		133	-0.5369856	-1.7517134	0.0	0.014014077	0.84	6108	tags=40%, list=16%, signal=47%	
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE		73	-0.588315	-1.748485	0.0	0.014526934	0.853	6108	tags=42%, list=16%, signal=50%	
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE		52	-0.6250122	-1.7466437	0.0	0.014801735	0.859	8019	tags=54%, list=21%, signal=68%	
EGUCHI_CELL_CYCLE_RB1_TARGETS	EGUCHI_CELL_CYCLE_RB1_TARGETS		22	-0.74439967	-1.7448924	0.0023584906	0.014997333	0.869	8584	tags=86%, list=22%, signal=111%	
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR		80	-0.5833896	-1.738621	0.0	0.016323132	0.894	8877	tags=55%, list=23%, signal=71%	
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	REACTOME_MITOTIC_SPINDLE_CHECKPOINT		111	-0.5509503	-1.733091	0.0	0.017563738	0.916	8893	tags=58%, list=23%, signal=75%	
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3		63	-0.5941003	-1.7298195	0.0	0.01820034	0.927	8097	tags=57%, list=21%, signal=72%	
REACTOME_REPRODUCTION	REACTOME_REPRODUCTION		141	-0.52374065	-1.7247612	0.0	0.019206103	0.938	8082	tags=51%, list=21%, signal=64%	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR		84	-0.5685254	-1.7174315	0.0	0.020962285	0.961	7625	tags=67%, list=20%, signal=83%	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION		126	-0.53370476	-1.7141396	0.0	0.02157088	0.964	8518	tags=56%, list=22%, signal=72%	
CHICAS_RB1_TARGETS_GROWING	CHICAS_RB1_TARGETS_GROWING		242	-0.49046764	-1.7128962	0.0	0.021606602	0.966	7625	tags=56%, list=20%, signal=69%	
REACTOME_DNA_REPLICATION	REACTOME_DNA_REPLICATION		128	-0.5363525	-1.7113216	0.0	0.02179218	0.969	10861	tags=66%, list=28%, signal=92%	
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE		76	-0.570651	-1.7101823	0.0	0.021828871	0.97	6108	tags=46%, list=16%, signal=55%	
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE		87	-0.56269103	-1.7057967	0.0	0.02302748	0.975	8019	tags=45%, list=21%, signal=56%	
FINETTI_BREAST_CANCER_KINOME_RED	FINETTI_BREAST_CANCER_KINOME_RED		16	-0.79445577	-1.7051232	0.009411764	0.022930143	0.975	7463	tags=94%, list=19%, signal=116%	
WP_DNA_REPLICATION	WP_DNA_REPLICATION		42	-0.64943355	-1.6989325	0.0	0.024552938	0.984	10113	tags=81%, list=26%, signal=109%	
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	WU_APOPTOSIS_BY_CDKN1A_VIA_TP53		53	-0.6077927	-1.6988206	0.0	0.02428635	0.984	7518	tags=70%, list=19%, signal=86%	
PID_AURORA_B_PATHWAY	PID_AURORA_B_PATHWAY		39	-0.6465915	-1.6954542	0.0	0.02508476	0.99	9483	tags=69%, list=24%, signal=91%	
WHITFIELD_CELL_CYCLE_LITERATURE	WHITFIELD_CELL_CYCLE_LITERATURE		44	-0.6081883	-1.6892883	0.0	0.026888877	0.992	8055	tags=77%, list=21%, signal=97%	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE		64	-0.57060486	-1.6713396	0.0	0.03336339	0.997	8877	tags=52%, list=23%, signal=67%	
PID_PLK1_PATHWAY	PID_PLK1_PATHWAY		46	-0.60015965	-1.6678551	0.0	0.034622017	0.997	6079	tags=52%, list=16%, signal=62%	
FUJII_YBX1_TARGETS_DN	FUJII_YBX1_TARGETS_DN		194	-0.48865685	-1.6667407	0.0	0.034752753	0.997	8625	tags=60%, list=22%, signal=77%	
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA_	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA_		37	-0.6283933	-1.6661357	0.0	0.034602664	0.997	8565	tags=62%, list=22%, signal=80%	
REACTOME_BASE_EXCISION_REPAIR	REACTOME_BASE_EXCISION_REPAIR		87	-0.5380715	-1.6590757	0.002915452	0.03745053	0.997	8564	tags=52%, list=22%, signal=66%	
PYEON_HPV_POSITIVE_TUMORS_UP	PYEON_HPV_POSITIVE_TUMORS_UP		99	-0.5327418	-1.647896	0.0	0.042051874	1.0	8290	tags=55%, list=21%, signal=69%	
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ_	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ_		65	-0.5605996	-1.6456505	0.0	0.04278729	1.0	6948	tags=46%, list=18%, signal=56%	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP		165	-0.49197918	-1.6363289	0.0	0.047122642	1.0	8997	tags=62%, list=23%, signal=81%	
REACTOME_MITOTIC_PROPHASE	REACTOME_MITOTIC_PROPHASE		139	-0.50370085	-1.6363155	0.0	0.0466523	1.0	9016	tags=54%, list=23%, signal=70%	
REACTOME_LAGGING_STRAND_SYNTHESIS	REACTOME_LAGGING_STRAND_SYNTHESIS		20	-0.7184058	-1.6358312	0.00921659	0.046418708	1.0	8088	tags=70%, list=21%, signal=88%	
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES		77	-0.5471717	-1.62958	0.0	0.049335513	1.0	8082	tags=49%, list=21%, signal=62%	
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS		112	-0.5090764	-1.6265831	0.0	0.05045296	1.0	8564	tags=54%, list=22%, signal=69%	
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		236	-0.46945113	-1.6255859	0.0	0.05055928	1.0	10057	tags=56%, list=26%, signal=74%	
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN		26	-0.66918445	-1.6238331	0.010152284	0.050987493	1.0	8951	tags=42%, list=23%, signal=55%	
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION		28	-0.6548688	-1.6190993	0.0070093456	0.053083535	1.0	8029	tags=68%, list=21%, signal=85%	
IGLESIAS_E2F_TARGETS_DN	IGLESIAS_E2F_TARGETS_DN		16	-0.74489063	-1.6182643	0.02117647	0.053059343	1.0	8943	tags=56%, list=23%, signal=73%	
YU_BAP1_TARGETS	YU_BAP1_TARGETS		29	-0.64694273	-1.6165537	0.002617801	0.053542756	1.0	7883	tags=69%, list=20%, signal=86%	
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS		191	-0.47387448	-1.6122092	0.0	0.055672076	1.0	10471	tags=58%, list=27%, signal=79%	
RHODES_UNDIFFERENTIATED_CANCER	RHODES_UNDIFFERENTIATED_CANCER		69	-0.5491817	-1.6111196	0.0	0.05576021	1.0	8877	tags=65%, list=23%, signal=84%	
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS		88	-0.5267237	-1.6107885	0.0	0.055441175	1.0	10789	tags=60%, list=28%, signal=83%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		50	-0.58601624	-1.6103797	0.002739726	0.055157684	1.0	5111	tags=32%, list=13%, signal=37%	
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION		15	-0.75996935	-1.6071105	0.011415525	0.05659904	1.0	8422	tags=87%, list=22%, signal=111%	
VILLANUEVA_LIVER_CANCER_KRT19_UP	VILLANUEVA_LIVER_CANCER_KRT19_UP		174	-0.48082042	-1.6070127	0.0	0.056170188	1.0	7742	tags=52%, list=20%, signal=64%	
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_		67	-0.5483974	-1.6047698	0.0028735632	0.057111815	1.0	8029	tags=55%, list=21%, signal=69%	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA_	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA_		26	-0.6572103	-1.6038457	0.012690355	0.057188068	1.0	7574	tags=73%, list=19%, signal=91%	
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION		105	-0.5104924	-1.6028775	0.002967359	0.057351146	1.0	8586	tags=44%, list=22%, signal=56%	
ABRAMSON_INTERACT_WITH_AIRE	ABRAMSON_INTERACT_WITH_AIRE		44	-0.58679897	-1.6026602	0.005277045	0.05701479	1.0	10817	tags=73%, list=28%, signal=101%	
FURUKAWA_DUSP6_TARGETS_PCI35_DN	FURUKAWA_DUSP6_TARGETS_PCI35_DN		72	-0.5304636	-1.5964749	0.0025773195	0.060443293	1.0	7984	tags=64%, list=21%, signal=80%	
SU_TESTIS	SU_TESTIS		79	-0.52692807	-1.5960704	0.0	0.060164493	1.0	6619	tags=39%, list=17%, signal=47%	
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION		27	-0.64794874	-1.5951028	0.015384615	0.060187433	1.0	10382	tags=81%, list=27%, signal=111%	
REACTOME_GENE_SILENCING_BY_RNA	REACTOME_GENE_SILENCING_BY_RNA		134	-0.49268594	-1.5938891	0.0	0.060475234	1.0	8924	tags=49%, list=23%, signal=64%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP		301	-0.44340524	-1.5883831	0.0	0.06353035	1.0	8288	tags=54%, list=21%, signal=68%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION		107	-0.5017178	-1.5880975	0.0	0.06323465	1.0	8019	tags=40%, list=21%, signal=50%	
