TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0004114", "3',5'-cyclic-nucleotide phosphodiesterase activity", 0.127, null, null, 1.380, 0.850, 0.501, 34597, True
"GO:0102334", "N,N'-diacetylbacilliosaminyl-1-phosphate transferase activity", 0.014, -5.291, -3.750, 0.477, 0.872, 0.198, -1, False
"GO:0004662", "CAAX-protein geranylgeranyltransferase activity", 0.011, -5.934, -4.963, 0.477, 0.872, 0.200, -1, False
"GO:0070401", "NADP+ binding", 0.017, -0.282, 5.845, 0.602, 0.968, 0.208, -1, False
"GO:1990890", "netrin receptor binding", 0.011, -6.175, 2.016, 0.477, 0.965, 0.229, -1, False
"GO:0016913", "follicle-stimulating hormone activity", 0.011, -4.983, 3.433, 0.477, 0.961, 0.238, -1, False
"GO:0008658", "penicillin binding", 0.643, 0.044, 5.165, 2.068, 0.962, 0.265, -1, False
"GO:0036131", "prostaglandin D2 11-ketoreductase activity", 0.006, 4.514, -5.780, 0.301, 0.815, 0.310, -1, False
"GO:0102501", "D-fructuronate reductase activity", 0.015, null, null, 0.477, 0.807, 0.534, 36131, True
"GO:0070818", "protoporphyrinogen oxidase activity", 0.006, 4.592, -5.089, 0.301, 0.803, 0.310, -1, False
"GO:0102266", "tRNA-dihydrouridine20a synthase activity", 0.006, null, null, 0.301, 0.794, 0.582, 70818, True
"GO:0018516", "2,4-dichlorobenzoyl-CoA reductase activity", 0.010, null, null, 0.301, 0.797, 0.601, 70818, True
"GO:0044736", "acid-sensing ion channel activity", 0.011, 4.310, 3.384, 0.477, 0.896, 0.310, -1, False
"GO:0005253", "anion channel activity", 0.481, null, null, 1.944, 0.881, 0.503, 44736, True
"GO:0015085", "calcium ion transmembrane transporter activity", 0.740, null, null, 2.130, 0.869, 0.572, 44736, True
"GO:0102532", "genkwanin 6-hydroxylase activity", 0.010, 3.917, -5.158, 0.301, 0.799, 0.320, -1, False
"GO:0102312", "4-coumaroyl 2'-hydroxylase activity", 0.029, null, null, 0.778, 0.795, 0.537, 102532, True
"GO:0102189", "4alpha-hydroxymethyl-5alpha-cholesta-7,24-dien-3beta-ol-4alpha-methyl oxidase activity", 0.010, null, null, 0.301, 0.799, 0.643, 102532, True
"GO:0016217", "N-ethylammeline chlorohydrolase activity", 14.327, -1.137, -5.996, 3.414, 0.809, 0.321, -1, False
"GO:0015324", "peptide-acetyl-CoA secondary active transmembrane transporter activity", 0.122, 4.838, 3.610, 1.362, 0.885, 0.336, -1, False
"GO:0015491", "cation:cation antiporter activity", 0.144, null, null, 1.431, 0.865, 0.644, 15324, True
"GO:1905060", "calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration", 0.017, null, null, 0.602, 0.866, 0.830, 15324, True
"GO:0004707", "MAP kinase activity", 0.110, -4.600, -4.203, 1.322, 0.829, 0.363, -1, False
"GO:0030059", "aralkylamine dehydrogenase (azurin) activity", 0.110, 3.398, -5.662, 1.322, 0.794, 0.380, -1, False
